question_id,question,gold_answer,generated_answer,pipeline_name,judge_model,generation_output_path,label,accuracy_score,reason,evaluation_status,error_message,timestamp_utc
12,List all Tier 2/3 companies in Georgia with primary involvement in the electric vehicle or battery supply chain and specify their respective roles.,There are 3 companies with primary involvement in the electric vehicle or battery supply chain. Duckyang | Role: General Automotive GSC Steel Stamping LLC | Role: Power Electronics Enchem America Inc. | Role: General Automotive,"ACM Georgia LLC, Tier 2/3, General Automotive, Automotive floor mats made of purchased wire, Multiple OEMs
Adient, Tier 2/3, General Automotive, Backing for automotive carpets and other auto related applications, Multiple OEMs
ADVICS Manufacturing Georgia LLC, Tier 2/3, General Automotive, Air bags, tire cording, performance related products, Multiple OEMs
Ajin Georgia, Tier 2/3, General Automotive, Automobile floor coverings, Multiple OEMs
ALBAform Inc., Tier 2/3, General Automotive, Floor mats, trunk mats, seat covers and seat vests, Multiple OEMs
Anovion Technologies, Tier 2/3, General Automotive, Molded floor covering, interior trim, floor mats, Multiple OEMs
Apache Mills Inc., Tier 2/3, General Automotive, Engine filtration papers, Multiple OEMs
Archer Aviation Inc., Tier 2/3, General Automotive, Powder coatings for automotive and other industries, Multiple OEMs
Arising Industries Inc., Tier 2/3, General Automotive, Automotive and aircraft tires, Multiple OEMs
Ascend Elements, Tier 2/3, Materials, Interior and exterior plastic parts, Multiple OEMs
Aspen Aerogels, Tier 2/3, Materials, Gaskets, plastic precision moldings, oil seals and valve steam seals, Multiple OEMs
Aurubis, Tier 2/3, Materials, Automotive interior plastic parts, door trim, Multiple OEMs
AVS, Tier 2/3, General Automotive, Tires for light trucks, SUVs and commercial vehicles, Multiple OEMs
Beaver Manufacturing Co. Inc., Tier 2/3, Materials, Plastic valves, Multiple OEMs
Big Tex Trailer Manufacturing Inc., Tier 2/3, General Automotive, Tires for light trucks, SUVs and commercial vehicles, Multiple OEMs
Blue Bird Corp., Tier 2/3, Materials, Plastic interior assemblies for the auto industry, Multiple OEMs
Blue Ridge Manufacturing, Tier 2/3, Materials, Plastic and metal fasteners and precision strings for automotive industry, Multiple OEMs
Bonnell Aluminum, Tier 2/3, General Automotive, Tires for light trucks, SUVs and commercial vehicles, Multiple OEMs
Bridgestone Bandag, Tier 2/3, Materials, Composite materials and specialty polymers for automotive components, Multiple OEMs
Carcoustics USA,",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,"The model-generated answer contains some correct companies (e.g., ACM Georgia LLC, Adient) but also includes several incorrect or unrelated entities (e.g., Apache Mills Inc., Archer Aviation Inc.). The core entities and mappings do not fully match the gold answer.",success,,2026-04-06T04:28:52+00:00
13,"Show the full supplier network linked to Rivian Automotive in Georgia, broken down by tier and EV Supply Chain Role.",Rivian-linked suppliers in GA (by Primary OEMs column): Duckyang [Tier 2/3] | Role: General Automotive | Primary OEMs: Hyundai Kia Rivian Enchem America Inc. [Tier 2/3] | Role: General Automotive | Primary OEMs: Hyundai Kia Rivian GSC Steel Stamping LLC [Tier 2/3] | Role: Power Electronics | Primary OEMs: Hyundai Kia Rivian Hyundai Transys Georgia Powertrain [Tier 1/2] | Role: Thermal Management | Primary OEMs: Hyundai Kia Rivian Racemark International LLC [Tier 1] | Role: General Automotive | Primary OEMs: Hyundai Kia Rivian Suzuki Manufacturing of America Corp. [OEM] | Role: Vehicle Assembly | Primary OEMs: Rivian Automotive,"Suzuki Manufacturing of America Corp. | OEM | Role: Vehicle Assembly | OEMs: Rivian Automotive
Racemark International LLC | Tier 1 | Role: General Automotive | OEMs: Hyundai Kia Rivian
Hyundai Transys Georgia Powertrain | Tier 1/2 | Role: Thermal Management | OEMs: Hyundai Kia Rivian
Duckyang | Tier 2/3 | Role: General Automotive | OEMs: Hyundai Kia Rivian
Enchem America Inc. | Tier 2/3 | Role: General Automotive | OEMs: Hyundai Kia Rivian
GSC Steel Stamping LLC | Tier 2/3 | Role: Power Electronics | OEMs: Hyundai Kia Rivian",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,"The model-generated answer contains most of the required entities and mappings, but is missing some details such as tier and role for GSC Steel Stamping LLC, and lacks a clear breakdown by EV Supply Chain Role.",success,,2026-04-06T04:28:56+00:00
14,"Which Georgia companies produce battery materials such as anodes, cathodes, electrolytes, or copper foil, and what tier are they classified as?","There are 4 Georgia companies producing battery materials such as anodes, cathodes, electrolytes, or copper foil. Duckyang [Tier 2/3] | Produce: High-quality electrodeposited (ED) copper foil for electric vehicles F&P Georgia Manufacturing [Tier 1/2] | Produce: Lithium-ion battery recycler and raw materials provider Hollingsworth & Vose Co. [Tier 1/2] | Produce: Lithium-ion battery materials IMMI [Tier 1/2] | Produce: Battery electrolyte","Duckyang, Tier 2/3
F&P Georgia Manufacturing, Tier 1/2
Hollingsworth & Vose Co., Tier 1/2
IMMI, Tier 1/2",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,correct,1.0,All core entities and mappings match the gold answer.,success,,2026-04-06T04:28:58+00:00
15,Identify all Georgia companies with an EV Supply Chain Role related to wiring harnesses and show their Primary OEMs.,There are 2 Georgia companies with an EV Supply Chain Role related to wiring harnesses: WIKA USA | Primary OEMs: n/a Woodbridge Foam Corp. | Primary OEMs: n/a,"WIKA USA, OEM Supply Chain, HV and LV wiring harnesses for EVs and ICE vehicles, Vehicle power & data solutions; wiring harnesses and connectors, , 250000, Lawrenceville, Gwinnett County, Manufacturing / Engineering
Woodbridge Foam Corp., OEM Supply Chain, EV wiring harnesses and power distribution, Automotive wiring harnesses & electrical distribution systems, , 1657, Lithonia, DeKalb County, Manufacturing",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,"The model-generated answer contains the correct companies (WIKA USA and Woodbridge Foam Corp.) but lacks information about their Primary OEMs, which are present in the gold answer.",success,,2026-04-06T04:29:02+00:00
16,Find Georgia-based Tier 1 or Tier 1/2 suppliers capable of producing battery electrolytes or lithium-ion battery materials with existing OEM contracts.,The Georgia-based suppliers that match battery electrolytes or lithium-ion battery materials and also have existing OEM contracts are: Hollingsworth & Vose Co. [Tier 1/2] | OEMs: Hyundai Kia | Produces: Lithium-ion battery materials IMMI [Tier 1/2] | OEMs: Hyundai Kia | Produces: Battery electrolyte,"Hollingsworth & Vose Co., IMMI
For Hollingsworth & Vose Co.:
- company: Hollingsworth & Vose Co.
- category: Tier 1/2
- ev_supply_chain_role: Battery Pack
- product_service: Lithium-ion battery materials
- primary_oems: Hyundai Kia
- employment: 400.0
- updated_location: Hawkinsville, Pulaski County
- primary_facility_type: Manufacturing Plant
For IMMI:
- company: IMMI
- category: Tier 1/2
- ev_supply_chain_role: Battery Pack
- product_service: Battery electrolyte
- primary_oems: Hyundai Kia
- employment: 100.0
- updated_location: Dublin, Laurens County
- primary_facility_type: Manufacturing Plant",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,correct,1.0,Core entities and mappings match the gold answer.,success,,2026-04-06T04:29:04+00:00
17,Which Georgia companies manufacture high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms?,There are 2 Georgia companies manufacturing high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms WIKA USA | Role: HV and LV wiring harnesses for EVs and ICE vehicles | Product: Vehicle power & data solutions; wiring harnesses and connectors | Ev Relevant: Yes Woodbridge Foam Corp. | Role: EV wiring harnesses and power distribution | Product: Automotive wiring harnesses & electrical distribution systems | Ev Relevant: Yes,"WIKA USA, OEM Supply Chain, HV and LV wiring harnesses for EVs and ICE vehicles, Vehicle power & data solutions; wiring harnesses and connectors, , 250000, Lawrenceville, Gwinnett County, Manufacturing / Engineering
Woodbridge Foam Corp., OEM Supply Chain, EV wiring harnesses and power distribution, Automotive wiring harnesses & electrical distribution systems, , 1657, Lithonia, DeKalb County, Manufacturing",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,correct,1.0,Both answers contain the same core entities (WIKA USA and Woodbridge Foam Corp.) with correct mappings to high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms.,success,,2026-04-06T04:29:08+00:00
18,Identify Georgia Tier 2/3 companies in the Electronic and Electrical Equipment industry group that could be upgraded to supply EV power electronics.,There are no Georgia Tier 2/3 companies listed under the Electronic and Other Electrical Equipment and Components industry group. So none can be upgraded to supply EV power electronics based on the provided evidence.,"GSC Steel Stamping LLC, Tier 2/3, Power Electronics, Deep grove ball bearings Toyota Industries Electric Systems North 255 DC-to-DC converters Jackson America, Inc.*, Hyundai Kia Rivian, 350.0, Adairsville, Bartow County, Manufacturing Plant",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,"The model-generated answer contains some correct entities (GSC Steel Stamping LLC) but also includes irrelevant information and incorrect context (Toyota Industries Electric Systems North, DC-to-DC converters). The core entities and mappings do not fully match the gold answer.",success,,2026-04-06T04:29:12+00:00
19,Find Georgia-based companies that manufacture copper foil or electrodeposited materials suitable for EV battery current collectors.,There is 1 company in Georgia specifically identified for the manufacture of materials suitable for EV battery current collectors: Duckyang | Produce: High-quality electrodeposited (ED) copper foil for electric vehicles,"Duckyang, Tier 2/3, General Automotive, High-quality electrodeposited (ED) copper foil for electric vehicles, Hyundai Kia Rivian, 250, Braselton, Jackson County, Manufacturing Plant",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,correct,1.0,"Core entities (Duckyang), mappings (copper foil for EV battery current collectors), and location (Georgia) match the gold answer.",success,,2026-04-06T04:29:16+00:00
20,"Which Georgia Tier 1/2 companies produce engineered plastics, polymers, or composite materials applicable to EV structural or thermal components?","No Georgia Tier 1/2 companies are explicitly identified as producing engineered plastics, polymers, or composite materials applicable to EV structural or thermal components.",Not found in provided context,qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,correct,1.0,"The model-generated answer 'Not found in provided context' is a paraphrase of the gold answer and accurately reflects that no Georgia Tier 1/2 companies are explicitly identified as producing engineered plastics, polymers, or composite materials applicable to EV structural or thermal components.",success,,2026-04-06T04:29:21+00:00
21,Find Georgia suppliers with existing Hyundai Kia contracts that could be expanded to support Hyundai Metaplant's EV battery production ramp-up.,There are 11 companies with existing Hyundai Kia contracts that could be expanded to support Hyundai Metaplant's EV battery production ramp-up. F&P Georgia Manufacturing Duckyang GSC Steel Stamping LLC Hitachi Astemo Americas Inc. Hollingsworth & Vose Co. Honda Development & Manufacturing Hyundai Motor Group Hyundai Transys Georgia Powertrain IMMI Enchem America Inc. Racemark International LLC,"F&P Georgia Manufacturing, Hyundai Motor Group, Hitachi Astemo Americas Inc., Hollingsworth & Vose Co., Honda Development & Manufacturing",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,"The model-generated answer contains some of the correct entities (F&P Georgia Manufacturing, Hyundai Motor Group, Hitachi Astemo Americas Inc., Hollingsworth & Vose Co.), but is missing others present in the gold answer (Honda Development & Manufacturing).",success,,2026-04-06T04:29:27+00:00
22,"Identify Georgia companies producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains and what tier is each assigned?","There are 3 Georgia companies producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains. GSC Steel Stamping LLC [Tier 2/3] Hyundai MOBIS (Georgia) [Tier 1/2] Hyundai Transys Georgia Seating Systems [Tier 1/2]","GSC Steel Stamping LLC, Tier 2/3, Power Electronics, DC-to-DC converters, Hyundai Kia Rivian, 350, Adairsville, Bartow County, Manufacturing Plant
Hyundai MOBIS (Georgia), Tier 1/2, General Automotive, Capacitors, Multiple OEMs, 170, West Point, Troup County, Manufacturing Plant
Hyundai Transys Georgia Seating Systems, Tier 1/2, General Automotive, Capacitors, Multiple OEMs, 110, West Point, Troup County, Manufacturing Plant",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,"The model-generated answer contains the correct companies (GSC Steel Stamping LLC, Hyundai MOBIS (Georgia), and Hyundai Transys Georgia Seating Systems) but incorrectly includes extra metadata such as tier, OEM, employment, location, or facility fields. The count of companies is also incorrect.",success,,2026-04-06T04:29:31+00:00
23,"Which Georgia companies provide powder coating-related products or services, and what tier are they classified under?",There is only 1 Georgia company that provides Powder coating-related products/services: Archer Aviation Inc. [Tier 2/3] | Produces: Powder coatings for automotive and other industries,"Archer Aviation Inc., Tier 2/3, Powder coatings for automotive and other industries, Multiple OEMs, 200, Covington, Morgan County",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,"The model-generated answer includes the correct company (Archer Aviation Inc.) and tier classification, but also adds extra information such as OEMs, employment count, location, and facility fields that are not present in the gold answer.",success,,2026-04-06T04:29:35+00:00
24,"Which Georgia companies manufacture battery parts or enclosure systems and are classified as Tier 1/2, making them ready for direct OEM engagement and show which Primary OEMs they are linked to.","There are 6 Georgia companies manufacturing battery parts or enclosure systems and are classified as Tier 1/2, making them ready for direct OEM engagement. F&P Georgia Manufacturing | OEMs: Hyundai Kia Hitachi Astemo Americas Inc. | OEMs: Hyundai Kia Hollingsworth & Vose Co. | OEMs: Hyundai Kia Honda Development & Manufacturing | OEMs: Hyundai Kia Hyundai Motor Group | OEMs: Hyundai Kia IMMI | OEMs: Hyundai Kia","F&P Georgia Manufacturing, Tier 1/2, Battery Pack, Lithium-ion battery recycler and raw materials provider, Hyundai Kia, 104.0, Rome, Floyd County, Manufacturing Plant
Hollingsworth & Vose Co., Tier 1/2, Battery Pack, Lithium-ion battery materials, Hyundai Kia, 400.0, Hawkinsville, Pulaski County, Manufacturing Plant
IMMI, Tier 1/2, Battery Pack, Battery electrolyte, Hyundai Kia, 100.0, Dublin, Laurens County, Manufacturing Plant
Hyundai Motor Group, Tier 1/2, Battery Pack, Battery parts for electric vehicles, Hyundai Kia, 164.0, Ellabell, Bryan County, Manufacturing Plant",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_rag/8c3ee49247706315/responses.jsonl,partially_correct,0.5,"The model-generated answer contains some correct entities and mappings, but it is incomplete as it does not provide the exact count of companies (6) mentioned in the gold answer.",success,,2026-04-06T04:29:38+00:00
