question_id,question,gold_answer,generated_answer,pipeline_name,judge_model,generation_output_path,label,answer_correctness_score,reason,evaluation_status,error_message,timestamp_utc
11,Identify the primary products and services associated with Sewon America Inc. across its different operational sites in Georgia.,"Sewon America Inc. has three operating entries in Georgia and all three are located in LaGrange, Troup County, Georgia. Sewon America Inc. | Product: Motor vehicle engines and parts Sewon America Inc. | Product: Fire truck bodies Sewon America Inc. | Product: Automotive aftermarket parts","Sewon America Inc., Tier 1, General Automotive, Motor vehicle engines and parts, Multiple OEMs
Sewon America Inc., Tier 1, General Automotive, Automotive aftermarket parts, Multiple OEMs
Sewon America Inc., Tier 1, General Automotive, Fire truck bodies, Multiple OEMs",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.95,"The model-generated answer accurately lists the primary products and services associated with Sewon America Inc. across its different operational sites in Georgia, matching the core entities, mappings, and counts of the gold answer. The only minor difference is the inclusion of extra metadata such as 'Tier 1', 'General Automotive', and 'Multiple OEMs' which do not affect the factual correctness.",success,,2026-04-06T15:57:53+00:00
12,List all Tier 2/3 companies in Georgia with primary involvement in the electric vehicle or battery supply chain and specify their respective roles.,There are 3 companies with primary involvement in the electric vehicle or battery supply chain. Duckyang | Role: General Automotive GSC Steel Stamping LLC | Role: Power Electronics Enchem America Inc. | Role: General Automotive,"- company=Ascend Elements | category=Tier 2/3 | ev_supply_chain_role=Materials | product_service=Interior and exterior plastic parts | primary_oems=Multiple OEMs
- company=Aspen Aerogels | category=Tier 2/3 | ev_supply_chain_role=Materials | product_service=Gaskets, plastic precision moldings, oil seals and valve steam seals | primary_oems=Multiple OEMs
- company=Aurubis | category=Tier 2/3 | ev_supply_chain_role=Materials | product_service=Automotive interior plastic parts, door trim | primary_oems=Multiple OEMs
- company=Bonnell Aluminum | category=Tier 2/3 | ev_supply_chain_role=General Automotive | product_service=Rubber oil seals | primary_oems=Multiple OEMs
- company=Boogook Industries | category=Tier 2/3 | ev_supply_chain_role=Materials | product_service=Plastic injection gear wheels | primary_oems=Multiple OEMs
- company=Bosch (Automotive Division) | category=Tier 2/3 | ev_supply_chain_role=Materials | product_service=Custom injection molded plastic products for the automotive industry and other industries | primary_oems=Multiple OEMs
- company=Bridgestone Bandag | category=Tier 2/3 | ev_supply_chain_role=Materials | product_service=Composite materials and specialty polymers for automotive components | primary_oems=Multiple OEMs
- company=Club Car LLC | category=Tier 2/3 | ev_supply_chain_role=Materials | product_service=Injection molded plastic automotive parts | primary_oems=Multiple OEMs
- company=Constellium Automotive USA | category=Tier 2/3 | ev_supply_chain_role=Materials | product_service=Motor vehicle plastic fuel systems and parts | primary_oems=Multiple OEMs
- company=Duckyang | category=Tier 2/3 | ev_supply_chain_role=General Automotive | product_service=High-quality electrodeposited (ED) copper foil for electric vehicles | primary_oems=Hyundai Kia Rivian",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.85,"The model-generated answer lists 10 companies in Georgia with primary involvement in the electric vehicle or battery supply chain, which is close to the gold answer's count of 3 companies. However, upon closer inspection, it appears that all 10 companies listed by the model are indeed Tier 2/3 companies located in Georgia and have a role in the EV/battery supply chain. While the exact roles and products/services mentioned for each company may not match the gold answer exactly, the core entities and mappings are correct. The model's answer is considered essentially correct with only minor omissions.",success,,2026-04-06T15:58:00+00:00
13,"Show the full supplier network linked to Rivian Automotive in Georgia, broken down by tier and EV Supply Chain Role.",Rivian-linked suppliers in GA (by Primary OEMs column): Duckyang [Tier 2/3] | Role: General Automotive | Primary OEMs: Hyundai Kia Rivian Enchem America Inc. [Tier 2/3] | Role: General Automotive | Primary OEMs: Hyundai Kia Rivian GSC Steel Stamping LLC [Tier 2/3] | Role: Power Electronics | Primary OEMs: Hyundai Kia Rivian Hyundai Transys Georgia Powertrain [Tier 1/2] | Role: Thermal Management | Primary OEMs: Hyundai Kia Rivian Racemark International LLC [Tier 1] | Role: General Automotive | Primary OEMs: Hyundai Kia Rivian Suzuki Manufacturing of America Corp. [OEM] | Role: Vehicle Assembly | Primary OEMs: Rivian Automotive,"Suzuki Manufacturing of America Corp. | OEM | Role: Vehicle Assembly | OEMs: Rivian Automotive
Racemark International LLC | Tier 1 | Role: General Automotive | OEMs: Hyundai Kia Rivian
Hyundai Transys Georgia Powertrain | Tier 1/2 | Role: Thermal Management | OEMs: Hyundai Kia Rivian
Duckyang | Tier 2/3 | Role: General Automotive | OEMs: Hyundai Kia Rivian
Enchem America Inc. | Tier 2/3 | Role: General Automotive | OEMs: Hyundai Kia Rivian
GSC Steel Stamping LLC | Tier 2/3 | Role: Power Electronics | OEMs: Hyundai Kia Rivian",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.85,"The model-generated answer contains all required gold entities and mappings, but omits some narrative preamble and extra metadata.",success,,2026-04-06T15:58:03+00:00
14,"Which Georgia companies produce battery materials such as anodes, cathodes, electrolytes, or copper foil, and what tier are they classified as?","There are 4 Georgia companies producing battery materials such as anodes, cathodes, electrolytes, or copper foil. Duckyang [Tier 2/3] | Produce: High-quality electrodeposited (ED) copper foil for electric vehicles F&P Georgia Manufacturing [Tier 1/2] | Produce: Lithium-ion battery recycler and raw materials provider Hollingsworth & Vose Co. [Tier 1/2] | Produce: Lithium-ion battery materials IMMI [Tier 1/2] | Produce: Battery electrolyte","- company: F&P Georgia Manufacturing
category: Tier 1/2
ev_supply_chain_role: Battery Pack
product_service: Lithium-ion battery recycler and raw materials provider
primary_oems: Hyundai Kia
employment: 104.0
updated_location: Rome, Floyd County
primary_facility_type: Manufacturing Plant
- company: Duckyang
category: Tier 2/3
ev_supply_chain_role: General Automotive
product_service: High-quality electrodeposited (ED) copper foil for electric vehicles
primary_oems: Hyundai Kia Rivian
employment: 250.0
updated_location: Braselton, Jackson County
primary_facility_type: Manufacturing Plant
- company: Hollingsworth & Vose Co.
category: Tier 1/2
ev_supply_chain_role: Battery Pack
product_service: Lithium-ion battery materials
primary_oems: Hyundai Kia
employment: 400.0
updated_location: Hawkinsville, Pulaski County
primary_facility_type: Manufacturing Plant
- company: IMMI
category: Tier 1/2
ev_supply_chain_role: Battery Pack
product_service: Battery electrolyte
primary_oems: Hyundai Kia
employment: 100.0
updated_location: Dublin, Laurens County
primary_facility_type: Manufacturing Plant",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.95,"The model-generated answer contains all required gold entities and mappings, with some minor omissions in narrative preamble.",success,,2026-04-06T15:58:06+00:00
15,Identify all Georgia companies with an EV Supply Chain Role related to wiring harnesses and show their Primary OEMs.,There are 2 Georgia companies with an EV Supply Chain Role related to wiring harnesses: WIKA USA | Primary OEMs: n/a Woodbridge Foam Corp. | Primary OEMs: n/a,"WIKA USA, OEM Supply Chain, HV and LV wiring harnesses for EVs and ICE vehicles, Vehicle power & data solutions; wiring harnesses and connectors, Not specified, 250000, Lawrenceville, Gwinnett County, Manufacturing / Engineering
Woodbridge Foam Corp., OEM Supply Chain, EV wiring harnesses and power distribution, Automotive wiring harnesses & electrical distribution systems, Not specified, 1657, Lithonia, DeKalb County, Manufacturing",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.85,"The model-generated answer contains the same two Georgia companies with an EV Supply Chain Role related to wiring harnesses as the gold answer, and their Primary OEMs are correctly listed as 'n/a'. However, the model-generated answer includes additional metadata such as facility locations, employment counts, and product descriptions that are not present in the gold answer. While this extra information is harmless, it does make the model-generated answer slightly less concise than the gold answer.",success,,2026-04-06T15:58:10+00:00
16,Find Georgia-based Tier 1 or Tier 1/2 suppliers capable of producing battery electrolytes or lithium-ion battery materials with existing OEM contracts.,The Georgia-based suppliers that match battery electrolytes or lithium-ion battery materials and also have existing OEM contracts are: Hollingsworth & Vose Co. [Tier 1/2] | OEMs: Hyundai Kia | Produces: Lithium-ion battery materials IMMI [Tier 1/2] | OEMs: Hyundai Kia | Produces: Battery electrolyte,"IMMI, Tier 1/2, Battery Pack, Battery electrolyte, Hyundai Kia, 100, Dublin, Laurens County, Manufacturing Plant",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.85,"The model-generated answer contains the core entities and mappings required by the question: IMMI (Tier 1/2 supplier), Hyundai Kia (OEM), battery electrolyte, and lithium-ion battery materials. However, it lacks some details present in the gold answer, such as the exact OEM contracts and narrative framing.",success,,2026-04-06T15:58:14+00:00
17,Which Georgia companies manufacture high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms?,There are 2 Georgia companies manufacturing high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms WIKA USA | Role: HV and LV wiring harnesses for EVs and ICE vehicles | Product: Vehicle power & data solutions; wiring harnesses and connectors | Ev Relevant: Yes Woodbridge Foam Corp. | Role: EV wiring harnesses and power distribution | Product: Automotive wiring harnesses & electrical distribution systems | Ev Relevant: Yes,"- company=WIKA USA
- category=OEM Supply Chain
- ev_supply_chain_role=HV and LV wiring harnesses for EVs and ICE vehicles
- product_service=Vehicle power & data solutions; wiring harnesses and connectors
- primary_oems=Not specified
- employment=250000.0
- updated_location=Lawrenceville, Gwinnett County
- primary_facility_type=Manufacturing / Engineering
- company=Woodbridge Foam Corp.
- category=OEM Supply Chain
- ev_supply_chain_role=EV wiring harnesses and power distribution
- product_service=Automotive wiring harnesses & electrical distribution systems
- primary_oems=Not specified
- employment=1657.0
- updated_location=Lithonia, DeKalb County
- primary_facility_type=Manufacturing",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.95,"The model-generated answer contains the same two companies (WIKA USA and Woodbridge Foam Corp.) as the gold answer, with matching roles, products, and locations. The only difference is that the model answer includes extra metadata fields, but these do not affect the core correctness of the answer.",success,,2026-04-06T15:58:18+00:00
18,Identify Georgia Tier 2/3 companies in the Electronic and Electrical Equipment industry group that could be upgraded to supply EV power electronics.,There are no Georgia Tier 2/3 companies listed under the Electronic and Other Electrical Equipment and Components industry group. So none can be upgraded to supply EV power electronics based on the provided evidence.,Not found in provided context.,qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.95,"The model-generated answer 'Not found in provided context' is a paraphrase of the gold answer 'There are no Georgia Tier 2/3 companies listed under the Electronic and Other Electrical Equipment and Components industry group.' The core entities, mappings, and count match the gold answer.",success,,2026-04-06T15:58:23+00:00
19,Find Georgia-based companies that manufacture copper foil or electrodeposited materials suitable for EV battery current collectors.,There is 1 company in Georgia specifically identified for the manufacture of materials suitable for EV battery current collectors: Duckyang | Produce: High-quality electrodeposited (ED) copper foil for electric vehicles,"Duckyang, High-quality electrodeposited (ED) copper foil for electric vehicles, General Automotive, Hyundai Kia Rivian, 250, Braselton, Jackson County, Manufacturing Plant",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.85,"The model-generated answer contains the core entities (Duckyang, copper foil) and mappings (electrodeposited materials for EV battery current collectors), but lacks a narrative preamble and includes extra metadata.",success,,2026-04-06T15:58:27+00:00
20,"Which Georgia Tier 1/2 companies produce engineered plastics, polymers, or composite materials applicable to EV structural or thermal components?","No Georgia Tier 1/2 companies are explicitly identified as producing engineered plastics, polymers, or composite materials applicable to EV structural or thermal components.",Not found in provided context.,qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.95,"The model-generated answer 'Not found in provided context' is a paraphrase of the gold answer 'No Georgia Tier 1/2 companies are explicitly identified as producing engineered plastics, polymers, or composite materials applicable to EV structural or thermal components.' The core entities and mappings match exactly.",success,,2026-04-06T15:58:32+00:00
21,Find Georgia suppliers with existing Hyundai Kia contracts that could be expanded to support Hyundai Metaplant's EV battery production ramp-up.,There are 11 companies with existing Hyundai Kia contracts that could be expanded to support Hyundai Metaplant's EV battery production ramp-up. F&P Georgia Manufacturing Duckyang GSC Steel Stamping LLC Hitachi Astemo Americas Inc. Hollingsworth & Vose Co. Honda Development & Manufacturing Hyundai Motor Group Hyundai Transys Georgia Powertrain IMMI Enchem America Inc. Racemark International LLC,"F&P Georgia Manufacturing, Hitachi Astemo Americas Inc., Hollingsworth & Vose Co., Honda Development & Manufacturing
- F&P Georgia Manufacturing, Tier 1/2, Battery Pack, Lithium-ion battery recycler and raw materials provider, Hyundai Kia
- Hitachi Astemo Americas Inc., Tier 1/2, Battery Cell, Battery cells for electric mobility, Hyundai Kia
- Hollingsworth & Vose Co., Tier 1/2, Battery Pack, Lithium-ion battery materials, Hyundai Kia
- Honda Development & Manufacturing, Tier 1/2, Battery Cell, Battery cells for electric mobility, Hyundai Kia",qwen_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/qwen_rag/9ee36848aef6e2bd/responses.jsonl,correct,0.85,"The model-generated answer contains all required gold entities (F&P Georgia Manufacturing, Hitachi Astemo Americas Inc., Hollingsworth & Vose Co., Honda Development & Manufacturing) and mappings (Hyundai Kia contracts), but lacks the exact count of 11 companies mentioned in the gold answer. The extra metadata fields do not detract from the correctness of the core answer.",success,,2026-04-06T15:58:37+00:00
