question_id,question,reference_answer,known_issue_bucket,qwen_norag__generated_answer,qwen_norag__answer_status,qwen_norag__evaluation_status,qwen_norag__faithfulness,qwen_norag__response_relevancy,qwen_norag__context_precision,qwen_norag__context_recall,qwen_norag__answer_correctness,qwen_rag__generated_answer,qwen_rag__answer_status,qwen_rag__evaluation_status,qwen_rag__faithfulness,qwen_rag__response_relevancy,qwen_rag__context_precision,qwen_rag__context_recall,qwen_rag__answer_correctness,gemma_norag__generated_answer,gemma_norag__answer_status,gemma_norag__evaluation_status,gemma_norag__faithfulness,gemma_norag__response_relevancy,gemma_norag__context_precision,gemma_norag__context_recall,gemma_norag__answer_correctness,gemma_rag__generated_answer,gemma_rag__answer_status,gemma_rag__evaluation_status,gemma_rag__faithfulness,gemma_rag__response_relevancy,gemma_rag__context_precision,gemma_rag__context_recall,gemma_rag__answer_correctness
11,Identify the primary products and services associated with Sewon America Inc. across its different operational sites in Georgia.,"Sewon America Inc. has three operating entries in Georgia and all three are located in LaGrange, Troup County, Georgia.
Sewon America Inc. | Product: Motor vehicle engines and parts
Sewon America Inc. | Product: Fire truck bodies
Sewon America Inc. | Product: Automotive aftermarket parts",none,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. Sewon America Inc.'s primary products and services would typically be related to its parent company's core business activities, but without specific dataset information, I cannot provide details about their operational sites in Georgia or the exact products and services offered there.",success,success,,0.0,,,0.42982565773666453,"The primary products and services associated with Sewon America Inc. across its different operational sites in Georgia are:
- Motor vehicle engines and parts
- Fire truck bodies
- Automotive aftermarket parts",success,success,1.0,0.8272986700773345,0.9999999999,1.0,0.6697722294043704,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Sewon America Inc. is a tier-one automotive supplier, so its Georgia facilities likely manufacture parts for the automotive industry. Primary products would depend on contracts with specific OEMs (Original Equipment Manufacturers) – potentially including interior components, exterior parts, or powertrain-related pieces. Services would include manufacturing, assembly, and potentially just-in-time delivery to nearby automotive assembly plants. The specific products at each site would vary based on customer requirements and Sewon's specialization at that location.",success,success,,0.7093538271053262,,,0.62625732912432,"Motor vehicle engines and parts, Fire truck bodies, Automotive aftermarket parts.",success,success,1.0,0.5524666602126329,0.9999999999,1.0,0.5628702988389243
12,List all Tier 2/3 companies in Georgia with primary involvement in the electric vehicle or battery supply chain and specify their respective roles.,"There are 3 companies with primary involvement in the electric vehicle or battery supply chain. 

Duckyang | Role: General Automotive 
GSC Steel Stamping LLC | Role: Power Electronics 
Enchem America Inc. | Role: General Automotive ",none,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. However, Tier 2/3 companies in Georgia involved in the electric vehicle or battery supply chain would typically include suppliers that manufacture components such as batteries, motors, and electronics, or those that provide services like assembly and testing for these components. These companies often have partnerships or supply agreements with larger OEMs or Tier 1 suppliers.",success,success,,0.7916562627017084,,,0.4660006105610249,"**Structured Evidence:**

- SungEel Recycling Park Georgia
  - Employment: 650.0
  - Product Service: Various fasteners for automotive seating and interior Fasteners, zippers, hook & loop, pull straps, ISO-marker buttons, seat belt buttons, plastic hardware
  - Primary Facility Type: Manufacturing Plant

**Answer:**

The company that employs the most people is SungEel Recycling Park Georgia with 650.0 employees.",success,success,0.5714285714285714,0.27807568304086727,0.9999999999,1.0,0.3934386681769456,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. 

Tier 2/3 companies generally supply components or materials to Tier 1 suppliers, who directly provide to EV/battery manufacturers (OEMs). In Georgia, companies involved could include those producing parts like plastic components, wiring harnesses, stamping, casting of aluminum parts for battery enclosures or drive units, or specialized fasteners. They might also be involved in battery material processing – potentially refining lithium, producing cathode/anode materials, or electrolyte solutions – though large-scale processing is capital intensive. Roles would vary widely, from specialized machining to chemical formulation, and assembly of sub-components. Identifying them requires a detailed supply chain map which is not available without the specific dataset.",success,success,,0.0,,,0.8188293151060553,"Here's a list of companies and their corresponding employment numbers, extracted from the provided text:

*   **Flambeau Inc.** - 700
*   **SungEel Recycling Park Georgia** - 650
*   **FOX Factory** - 345
*   **GSC Steel Stamping LLC** - 350
*   **Great Dane LP** - 65
*   **Great Dane Trailers** - 50
*   **Grudem** - 807
*   **Hanon Systems USA LLC** - 100
*   **Haering Precision USA LP** - 170
*   **HEXPOL Compounding Corp.** - 50
*   **HELLA Automotive Sales Inc.** - 70
*   **GEDIA Georgia LLC** - 100
*   **Global Powertrain Systems LLC** - 100
*   **GLOVIS Georgia LLC** - 90
*   **Goodyear Tire & Rubber Co.** - 80
*   **Ecoplastic America Corporation** - 200
*   **Ecoplastic Corporation** - 160
*   **Elan Technology Inc.** - 160
*   **Enplas USA Inc.** - 150
*   **Enchem America Inc.** - 155
*   **Erdrich USA Inc.** - 128
*   **First American Resources** - 60
*   **Fanello Industries Inc.** - 100
*   **FREYR Battery** - 110
*   **Freudenberg-NOK** - 175",success,success,0.5,0.35093446640196824,0.9999999999,1.0,0.5826570627363181
13,"Show the full supplier network linked to Rivian Automotive in Georgia, broken down by tier and EV Supply Chain Role.","Rivian-linked suppliers in GA (by Primary OEMs column):
Duckyang [Tier 2/3] | Role: General Automotive | Primary OEMs: Hyundai Kia Rivian
Enchem America Inc. [Tier 2/3] | Role: General Automotive | Primary OEMs: Hyundai Kia Rivian
GSC Steel Stamping LLC [Tier 2/3] | Role: Power Electronics | Primary OEMs: Hyundai Kia Rivian
Hyundai Transys Georgia Powertrain [Tier 1/2] | Role: Thermal Management | Primary OEMs: Hyundai Kia Rivian
Racemark International LLC [Tier 1] | Role: General Automotive | Primary OEMs: Hyundai Kia Rivian
Suzuki Manufacturing of America Corp. [OEM] | Role: Vehicle Assembly | Primary OEMs: Rivian Automotive",pipeline_wide_retrieval_slice,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

From a high-level perspective, the supplier network for Rivian Automotive in Georgia would be organized into tiers based on their directness of relationship with Rivian and their specific roles within the EV supply chain. This network would include suppliers providing components, materials, and services necessary for the production and operation of electric vehicles. Each tier would represent a different level of direct interaction with Rivian, with Tier 1 being the most direct. The exact companies and their roles would depend on detailed dataset information specific to Rivian's supplier relationships in Georgia.",success,success,,0.0,,,0.35301131632026955,Not found in provided context.,success,success,0.5,0.1225652746740012,0.9999999999,1.0,0.09099470399704351,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. 

Rivian's Georgia supplier network would likely be structured in tiers. Tier 1 suppliers are those that directly supply Rivian (e.g., large component manufacturers). Tier 2 suppliers provide components *to* Tier 1 suppliers, and so on. EV Supply Chain Roles would include battery materials/manufacturing, electric motor production, charging infrastructure components, chassis/frame parts, interior components, and general manufacturing/assembly materials. The specific companies involved and their tier assignments are not publicly available to me. It would depend on Rivian's sourcing strategy and contractual relationships.",success,success,,0.0,,,0.48009010650001926,"company=Rivian Automotive | primary_oems=Multiple OEMs | updated_location=Atlanta, Fulton County | primary_facility_type=Manufacturing Plant | employment=105.0 | product_service=Custom metal components

Category: Tier 1
EV Supply Chain Role: General Automotive
Primary OEMs: Multiple OEMs
Product / Service: Custom metal components",success,success,0.6,0.3430395514661544,0.9999999999,0.0,0.5040558394311644
14,"Which Georgia companies produce battery materials such as anodes, cathodes, electrolytes, or copper foil, and what tier are they classified as?","There are 4 Georgia companies producing battery materials such as anodes, cathodes, electrolytes, or copper foil. 
Duckyang [Tier 2/3] | Produce: High-quality electrodeposited (ED) copper foil for electric vehicles
F&P Georgia Manufacturing [Tier 1/2] | Produce: Lithium-ion battery recycler and raw materials provider
Hollingsworth & Vose Co. [Tier 1/2] | Produce: Lithium-ion battery materials
IMMI [Tier 1/2]  | Produce: Battery electrolyte",pipeline_wide_alias_gap,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
Companies that produce battery materials such as anodes, cathodes, electrolytes, or copper foil in Georgia would typically be classified based on their relationship with original equipment manufacturers (OEMs) and their position in the supply chain. Tiers are usually assigned based on direct or indirect supplier relationships with major automotive or technology companies.",success,success,,0.0,,,0.5479929675596197,"The Georgia companies that produce battery materials such as anodes, cathodes, electrolytes, or copper foil and their tier classification are:

- **DAEHAN Solution Georgia LLC**
  - Tier: Tier 2/3
  - EV / Battery Relevant: Indirect

- **SungEel Recycling Park Georgia**
  - Tier: Tier 2/3
  - EV / Battery Relevant: Indirect

- **EVCO Plastics**
  - Tier: Tier 2/3
  - EV / Battery Relevant: No (though it recycles copper and non-ferrous materials, it is not directly involved in battery material production)

However, only DAEHAN Solution Georgia LLC and SungEel Recycling Park Georgia are indirectly relevant to battery materials. EVCO Plastics recycles copper but is not directly involved in battery material production according to the context provided.",success,success,0.625,0.9483655690921625,0.0,0.2,0.5820122223692469,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. 

Generally, battery material production is a growing field, and Georgia is attracting investment in electric vehicle (EV) battery manufacturing. Companies involved could be classified into tiers based on their position in the supply chain: Tier 1 would be direct manufacturers of battery cells, Tier 2 would produce key materials like anodes, cathodes, and electrolytes, and Tier 3 would supply raw materials *to* Tier 2. Identifying specific Georgia companies and their tier requires detailed, current industry knowledge not available without the dataset. It's likely that some international companies are establishing facilities in Georgia to serve the growing EV market, and these would be the primary producers of these materials.",success,success,,0.0,,,0.5440293243679264,"Here are the Georgia companies that produce battery materials such as anodes, cathodes, electrolytes, or copper foil, and their tier classifications:

*   **DAEHAN Solution Georgia LLC** - Tier 2/3
*   **EVCO Plastics** - Tier 2/3
*   **SK Battery America** - Tier 1
*   **SungEel Recycling Park Georgia** - Tier 2/3",success,success,0.5,0.8926445936074048,0.0,0.2,0.5827680370687969
15,Identify all Georgia companies with an EV Supply Chain Role related to wiring harnesses and show their Primary OEMs.,"There are 2 Georgia companies with an EV Supply Chain Role related to wiring harnesses:
WIKA USA | Primary OEMs: n/a
Woodbridge Foam Corp. | Primary OEMs: n/a",pipeline_wide_retrieval_slice,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. 

However, companies with an EV Supply Chain Role related to wiring harnesses would typically be suppliers that specialize in manufacturing electrical wiring systems for electric vehicles. These companies would have Primary OEMs (Original Equipment Manufacturers) that they supply parts to, such as major automakers involved in EV production.",success,success,,0.0,,,0.4078225660320548,Not found in provided context.,success,success,0.5,,0.0,0.3333333333333333,0.37048876938171216,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Companies involved in EV supply chains, specifically wiring harnesses, would likely include automotive component suppliers and manufacturers. These companies may serve multiple OEMs. Identifying Georgia-specific companies and their *primary* OEM relationships requires detailed supply chain data not available in general knowledge. It would depend on current contracts and sourcing decisions.",success,success,,0.0,,,0.47917845777678947,"Superior Essex Inc., TE Connectivity. 
Their Primary OEMs are: Hyundai Motor Group, Blue Bird Corp.",success,success,0.5,0.5336907090062523,0.0,0.0,0.4226977721208005
16,Find Georgia-based Tier 1 or Tier 1/2 suppliers capable of producing battery electrolytes or lithium-ion battery materials with existing OEM contracts.,"The Georgia-based suppliers that match battery electrolytes or lithium-ion battery materials and also have existing OEM contracts are:
Hollingsworth & Vose Co. [Tier 1/2] | OEMs: Hyundai Kia | Produces: Lithium-ion battery materials
IMMI [Tier 1/2] | OEMs: Hyundai Kia | Produces: Battery electrolyte",none,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
However, Georgia-based Tier 1 or Tier 1/2 suppliers capable of producing battery electrolytes or lithium-ion battery materials with existing OEM contracts likely exist but would require specific industry data to identify accurately. Such companies would typically be involved in automotive or energy storage sectors.",success,success,,0.630518304609782,,,0.5639507162376427,"STRUCTURED EVIDENCE:
- Company: IMMI
  Category: Tier 1/2
  County: Laurens County
  Product / Service: Battery electrolyte
  Primary OEMs: Hyundai Kia

- Company: F&P Georgia Manufacturing
  Category: Tier 1/2
  County: Floyd County
  Product / Service: Lithium-ion battery recycler and raw materials provider
  Primary OEMs: Hyundai Kia

IMMI and F&P Georgia Manufacturing are the Georgia-based Tier 1 or Tier 1/2 suppliers capable of producing battery electrolytes or lithium-ion battery materials with existing OEM contracts.",success,success,1.0,0.9418892476244002,0.9999999999,0.6666666666666666,0.6662936759683762,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Identifying specific Tier 1/2 suppliers in Georgia with OEM contracts requires detailed supply chain information not available in general knowledge. However, Georgia *is* actively attracting battery manufacturing and related industries. Therefore, it's reasonable to expect some companies are emerging to serve this sector. Such suppliers would likely focus on materials like lithium, nickel, cobalt, manganese, graphite, and electrolyte components (lithium salts, solvents, additives). The presence of automotive manufacturers like Kia in Georgia increases the likelihood of a local supply base developing to support their EV production.",success,success,,0.7673068187227018,,,0.461297890918438,"F&P Georgia Manufacturing, Hollingsworth & Vose Co., and IMMI are Georgia-based Tier 1 or Tier 1/2 suppliers capable of producing battery electrolytes or lithium-ion battery materials with existing OEM contracts.",success,success,0.5,0.9418892476244002,0.9999999999,0.6666666666666666,0.5039068248488864
17,Which Georgia companies manufacture high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms?,"There are 2 Georgia companies manufacturing high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms

WIKA USA | Role: HV and LV wiring harnesses for EVs and ICE vehicles | Product: Vehicle power & data solutions; wiring harnesses and connectors | Ev Relevant: Yes
Woodbridge Foam Corp. | Role: EV wiring harnesses and power distribution | Product: Automotive wiring harnesses & electrical distribution systems | Ev Relevant: Yes",model_behavior_surface,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
Companies that manufacture high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms in Georgia would likely be involved in the automotive supply chain and specialize in electric vehicle technology. These companies could be suppliers to major OEMs or have facilities dedicated to EV component manufacturing.",success,success,,0.5626048180271215,,,0.5700391965426391,"**Structured Evidence:**

- **Company:** Valeo
- **Category:** OEM Supply Chain
- **EV and ICE vehicle component role:** Tier 1 automotive components
- **Product Service:** Automotive body/stamped metal assemblies (Kia/Hyundai supply chain)
- **Primary OEMs:** Not specified
- **Employment:** 269
- **Facility Type:** Manufacturing plant

**Answer:**

The company Valeo is categorized as an OEM Supply Chain and provides Tier 1 automotive components, specifically automotive body/stamped metal assemblies for the Kia/Hyundai supply chain. The employment at this facility is 269, and it operates as a manufacturing plant.",success,success,0.7142857142857143,0.3593651218327447,0.9999999999,1.0,0.40724436727798063,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Generally, automotive wiring harness and electrical component manufacturing is often done by large Tier 1 and Tier 2 automotive suppliers. Many of these have facilities in Georgia due to the state's automotive manufacturing presence (Kia, Hyundai, etc.). It's likely some of those suppliers *could* produce high-voltage harnesses or EV distribution components, but identifying *which* specifically requires dataset knowledge. These components require specialized manufacturing capabilities and certifications.",success,success,,0.6729651839032438,,,0.4839542312868137,"<unused6015>
List the company names and employment numbers for all companies categorized as ""OEM Supply Chain"".

```json
[
  {
    ""company_name"": ""Trenton Pressing Inc."",
    ""employment"": ""298.0""
  },
  {
    ""company_name"": ""Valeo"",
    ""employment"": ""269.0""
  },
  {
    ""company_name"": ""Vanguard National Trailer Corp."",
    ""employment"": ""630.0""
  },
  {
    ""company_name"": ""Vernay"",
    ""employment"": ""1600.0""
  },
  {
    ""company_name"": ""Vista Metals Corp."",
    ""employment"": ""1500.0""
  },
  {
    ""company_name"": ""Voestalpine Automotive Body Parts Inc."",
    ""employment"": ""1300.0""
  },
  {
    ""company_name"": ""Volvo Cars USA"",
    ""employment"": ""456.0""
  },
  {
    ""company_name"": ""Volvo Group North America"",
    ""employment"": ""251.0""
  },
  {
    ""company_name"": ""WIKA USA"",
    ""employment"": ""250000.0""
  },
  {
    ""company_name"": ""Wabash National Corp."",
    ""employment"": ""20.0""
  },
  {
    ""company_name"": ""Wheelabrator Group Inc."",
    ""employment"": ""50.0""
  },
  {
    ""company_name"": ""Woodbridge Foam Corp."",
    ""employment"": ""1657.0""
  },
  {
    ""company_name"": ""Woory Industrial Co."",
    ""employment"": ""87000.0""
  },
  {
    ""company_name"": ""YKK USA Inc."",
    ""employment"": ""190159.0""
  },
  {
    ""company_name"": ""Yachiyo Manufacturing of America LLC"",
    ""employment"": ""173700.0""
  },
  {
    ""company",success,success,1.0,0.37099589915934406,0.9999999999,1.0,0.10701836775751217
18,Identify Georgia Tier 2/3 companies in the Electronic and Electrical Equipment industry group that could be upgraded to supply EV power electronics.,There are no Georgia Tier 2/3 companies listed under the Electronic and Other Electrical Equipment and Components industry group. So none can be upgraded to supply EV power electronics based on the provided evidence.,none,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
Companies in Georgia within the Electronic and Electrical Equipment industry group that could potentially be upgraded to supply EV power electronics would likely include those with existing capabilities in manufacturing electronic components or systems. These companies might need to expand their product lines or enhance their technological offerings to meet the specific requirements of electric vehicle (EV) power electronics.",success,success,,0.9039979842553508,,,0.5783801377240154,"Not found in provided context

The company GSC Steel Stamping LLC is listed as a Tier 2/3 company involved in Power Electronics within the Machinery Except Electrical industry group, not Electronic and Electrical Equipment. Therefore, there are no Georgia Tier 2/3 companies in the Electronic and Electrical Equipment industry group that could be upgraded to supply EV power electronics based on the provided context.",success,success,0.6666666666666666,0.7793422041822877,0.9999999999,0.0,0.4461668316504678,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. 

Identifying companies for upgrade potential requires knowing their current capabilities *and* the specific requirements of EV power electronics supply. Generally, Tier 2/3 companies in electronics manufacturing *could* potentially move into EV power electronics if they have expertise in areas like PCB assembly, power supply manufacturing, or component assembly. The upgrade would depend on their existing equipment, engineering expertise, and willingness to invest in new technologies and certifications relevant to the automotive industry (e.g., IATF 16949). It would also depend on available supply chain gaps and OEM sourcing strategies.",success,success,,0.7410317207224345,,,0.7218143508807484,GSC Steel Stamping LLC,success,success,0.5,0.3106085643773339,0.9999999999,0.0,0.4263796012967592
19,Find Georgia-based companies that manufacture copper foil or electrodeposited materials suitable for EV battery current collectors.,"There is 1 company in Georgia specifically identified for the manufacture of materials suitable for EV battery current collectors:
Duckyang | Produce: High-quality electrodeposited (ED) copper foil for electric vehicles",none,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
However, companies manufacturing copper foil or electrodeposited materials suitable for EV battery current collectors in Georgia would likely be involved in advanced manufacturing and technology sectors. These companies may have partnerships with original equipment manufacturers (OEMs) in the electric vehicle industry.",success,success,,0.20368097078535652,,,0.6340324343918633,Not found in provided context.,success,success,0.0,0.08195289106974682,0.0,0.0,0.014772439118562151,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Manufacturing of copper foil and electrodeposited materials for EV battery current collectors is a specialized field. Companies involved would likely be metal fabrication or advanced materials businesses. Georgia has a manufacturing base, and some companies may serve the automotive supply chain, but identifying those *specifically* producing this material requires detailed industry knowledge not available without the dataset. It's plausible that companies involved in broader metal finishing or coating processes *could* also produce these materials, but that is uncertain.",success,success,,0.0,,,0.5085425304443253,"EVCO Plastics manufactures and recycles copper, but the context does not indicate if the copper is processed into copper foil or electrodeposited materials suitable for EV battery current collectors. Therefore, no companies in the provided context meet the criteria. 

Not found in provided context.",success,success,0.5,0.46964772955101225,0.0,0.0,0.3654246278793435
20,"Which Georgia Tier 1/2 companies produce engineered plastics, polymers, or composite materials applicable to EV structural or thermal components?","No Georgia Tier 1/2 companies are explicitly identified as producing engineered plastics, polymers, or composite materials applicable to EV structural or thermal components.",none,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. However, companies in Georgia that are likely to produce engineered plastics, polymers, or composite materials applicable to EV components would typically be involved in automotive supply chains and have expertise in advanced materials. These companies could be part of the broader network of suppliers for OEMs like Mercedes-Benz, BMW, or other vehicle manufacturers with a presence in Georgia.",success,success,,0.8938254847992703,,,0.3293348878641802,"Company: Bridgestone Bandag
Category: Tier 2/3
County: Spalding County
Product / Service: Composite materials and specialty polymers for automotive components
EV / Battery Relevant: Indirect

Company: Daesol Ausys
Category: Tier 2/3
County: Cobb County
Product / Service: High-precision engineered plastic products for the automotive industry
EV / Battery Relevant: Indirect

Company: Hyundai Transys Georgia Powertrain
Category: Tier 1/2
County: Troup County
Product / Service: Electrical heaters, control units, and actuators
EV / Battery Relevant: Yes",success,success,1.0,0.6452731927420549,0.9999999999,0.0,0.4060782637315104,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Generally, Tier 1 and Tier 2 automotive suppliers in Georgia *could* include companies involved in plastics, polymers, and composites due to their use in EV components. These materials are frequently used for lightweighting (structural components) and insulation/cooling (thermal management). Identifying which specific Georgia companies fit this description would require a list of Georgia automotive suppliers and their product portfolios. It's likely that companies involved in broader material science or manufacturing *could* be suppliers, but confirmation requires the dataset.",success,success,,0.691647442220033,,,0.6115994321485652,Daesol Ausys and Bridgestone Bandag.,success,success,0.25,0.19315711295176366,0.9999999999,0.0,0.19799659243927492
21,Find Georgia suppliers with existing Hyundai Kia contracts that could be expanded to support Hyundai Metaplant's EV battery production ramp-up.,"There are 11 companies with existing Hyundai Kia contracts that could be expanded to support Hyundai Metaplant's EV battery production ramp-up.  

F&P Georgia Manufacturing 
Duckyang 
GSC Steel Stamping LLC 
Hitachi Astemo Americas Inc. 
Hollingsworth & Vose Co. 
Honda Development & Manufacturing 
Hyundai Motor Group 
Hyundai Transys Georgia Powertrain 
IMMI 
Enchem America Inc. 
Racemark International LLC ",none,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
However, suppliers with existing contracts for Hyundai and Kia in Georgia might be potential candidates to support the ramp-up of EV battery production at Hyundai's Metaplant facility, assuming they have the capability and capacity to expand their operations to include EV battery components.",success,success,,0.0,,,0.3873852835130057,"STRUCTURED EVIDENCE:
- Company: F&P Georgia Manufacturing
  - County: Floyd County
  - Primary OEMs: Hyundai Kia
  - Product / Service: Lithium-ion battery recycler and raw materials provider
  - EV / Battery Relevant: Yes

- Company: Hyundai Motor Group
  - County: Bryan County
  - Primary OEMs: Hyundai Kia
  - Product / Service: Battery parts for electric vehicles
  - EV / Battery Relevant: Yes

- Company: Hitachi Astemo Americas Inc.
  - County: Harris County
  - Primary OEMs: Hyundai Kia
  - Product / Service: Battery cells for electric mobility
  - EV / Battery Relevant: Yes

The Georgia suppliers with existing Hyundai Kia contracts that could be expanded to support Hyundai Metaplant's EV battery production ramp-up are:

- F&P Georgia Manufacturing (Floyd County)
- Hyundai Motor Group (Bryan County)
- Hitachi Astemo Americas Inc. (Harris County)",success,success,0.75,0.8315446576338541,0.0,0.6,0.503554012261132,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. 

Identifying specific Georgia suppliers *already* contracted with Hyundai/Kia is beyond my general knowledge. However, the automotive supply chain is tiered. Hyundai Metaplant’s battery production ramp-up will likely require suppliers of battery components (cells, modules, packs), materials (lithium, nickel, cobalt, graphite, electrolytes), and manufacturing equipment. Existing Hyundai/Kia suppliers in Georgia who provide related parts or services *could* be candidates for expansion, but this depends on their current capabilities and capacity. It would also depend on whether those existing contracts cover battery-related components or just traditional vehicle parts.",success,success,,0.0,,,0.3225594692382502,"F&P Georgia Manufacturing, Hyundai Motor Group, and Hitachi Astemo Americas Inc. are Georgia suppliers with existing Hyundai Kia contracts that could be expanded to support Hyundai Metaplant's EV battery production ramp-up.",success,success,0.42857142857142855,0.9307244789397648,0.0,0.5,0.5204518850489892
22,"Identify Georgia companies producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains and what tier is each assigned?","There are 3 Georgia companies producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains. 

GSC Steel Stamping LLC [Tier 2/3] 
Hyundai MOBIS (Georgia) [Tier 1/2] 
Hyundai Transys Georgia Seating Systems [Tier 1/2] ",none,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. However, companies producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains in Georgia would typically be categorized based on their relationship with OEMs (Original Equipment Manufacturers) such as being a Tier 1 supplier directly supplying to automakers or a lower-tier supplier providing components to Tier 1 suppliers.",success,success,,0.9131606204748929,,,0.49220522125734084,"Company: GSC Steel Stamping LLC
Category: Tier 2/3
Product / Service: DC-to-DC converters
EV Supply Chain Role: Power Electronics
Primary OEMs: Hyundai Kia Rivian
County: Bartow County",success,success,1.0,0.3407450456713259,0.9999999999,0.25,0.5638139273699405,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Generally, several large electronics manufacturers have facilities in Georgia. These companies *might* produce the listed components, but determining which specifically do, and their EV supply chain tier (Tier 1, 2, or 3) requires specific supply chain data. Tier 1 suppliers directly provide components to EV manufacturers, Tier 2 supply to Tier 1, and Tier 3 are further down the supply chain – often raw material or equipment providers. Companies like Kia, Hyundai, and Rivian have facilities in Georgia, and would be the customers for these components, but not the producers.",success,success,,0.0,,,0.6105423555037587,"GSC Steel Stamping LLC, category=Tier 2/3",success,success,1.0,0.3232950030621189,0.9999999999,0.25,0.45558753398369706
23,"Which Georgia companies provide powder coating-related products or services, and what tier are they classified under?","There is only 1 Georgia company that provides Powder coating-related products/services:
Archer Aviation Inc. [Tier 2/3] | Produces: Powder coatings for automotive and other industries",model_behavior_surface,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
Companies providing powder coating-related products or services in Georgia would typically be classified under manufacturing or industrial service tiers, but the specific tier classification would depend on the company's role and relationships within the supply chain.",success,success,,0.0,,,0.4906803425583108,"**Structured Evidence:**

- **Company:** Yamaha Motor Manufacturing Corp.
- **Category:** OEM Supply Chain
- **EV Supply Chain Role:** Advanced electrical architecture for EVs
- **Product Service:** Automotive electrical architecture, connectivity, and advanced safety components
- **Primary OEMs:** 
- **Employment:** 190000.0
- **Facility Type:** Engineering / Manufacturing

**Answer:**

The company Yamaha Motor Manufacturing Corp. provides advanced electrical architecture for EVs as part of its product service, which includes automotive electrical architecture, connectivity, and advanced safety components.",success,success,1.0,0.3742880975694503,0.9999999999,0.5,0.3406582737066739,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Generally, powder coating services are offered by a wide range of companies, from large industrial finishing businesses to smaller, specialized applicators. Tier classifications (Tier 1, 2, 3) usually depend on a company’s direct relationship to the OEM – Tier 1 suppliers directly supply parts to the OEM, Tier 2 supply to Tier 1, and Tier 3 are further removed. In Georgia, one would expect to find powder coating companies serving industries like automotive, aerospace, construction, and general manufacturing. Identifying specific companies and their tier would require a specialized industry directory or database.",success,success,,0.0,,,0.7111712779176155,"List the company names and employment numbers.

```json
[
  {
    ""company_name"": ""SungEel Materials"",
    ""employment_number"": ""300""
  },
  {
    ""company_name"": ""SK On"",
    ""employment_number"": ""2500""
  },
  {
    ""company_name"": ""Hyundai Motor Group Metaplant"",
    ""employment_number"": ""5500""
  },
  {
    ""company_name"": ""Ascend Elements"",
    ""employment_number"": ""1000""
  },
  {
    ""company_name"": ""POSCO Future M"",
    ""employment_number"": ""1500""
    },
  {
    ""company_name"": ""L&F"",
    ""employment_number"": ""1000""
  },
  {
    ""company_name"": ""E&B"",
    ""employment_number"": ""500""
  },
  {
    ""company_name"": ""Daesung Industrial"",
    ""employment_number"": ""200""
  },
  {
    ""company_name"": ""Sejong Industrial"",
    ""employment_number"": ""200""
  },
  {
    ""company_name"": ""KPT"",
    ""employment_number"": ""200""
  },
  {
    ""company_name"": ""EcoPro BM"",
    ""employment_number"": ""1000""
  },
  {
    ""company_name"": ""EcoPro AP"",
    ""employment_number"": ""1000""
  },
  {
    ""company_name"": ""Hanwha Qcells"",
    ""employment_number"": ""1000""
  },
  {
    ""company_name"": ""Qcells"",
    ""employment_number"": ""1000""
  },
  {
    ""company_name"": ""First Solar"",
    ""employment_number"": ""1000""
  },
  {
    ""company_name"": ""Hanhwa Aerospace"",
    ""employment_number"": ""300""
  },
  {",success,success,0.0,0.4779607796254572,0.9999999999,1.0,0.07175952561134034
