question_id,pipeline_name,evaluation_status,faithfulness,response_relevancy,context_precision,context_recall,answer_correctness
15,qwen_rag,success,0.5,,0.0,0.3333333333333333,0.37048876938171216
16,qwen_rag,success,1.0,0.9418892476244002,0.9999999999,0.6666666666666666,0.6662936759683762
17,qwen_rag,success,0.7142857142857143,0.3593651218327447,0.9999999999,1.0,0.40724436727798063
18,qwen_rag,success,0.6666666666666666,0.7793422041822877,0.9999999999,0.0,0.4461668316504678
19,qwen_rag,success,0.0,0.08195289106974682,0.0,0.0,0.014772439118562151
20,qwen_rag,success,1.0,0.6452731927420549,0.9999999999,0.0,0.4060782637315104
21,qwen_rag,success,0.75,0.8315446576338541,0.0,0.6,0.503554012261132
22,qwen_rag,success,1.0,0.3407450456713259,0.9999999999,0.25,0.5638139273699405
23,qwen_rag,success,1.0,0.3742880975694503,0.9999999999,0.5,0.3406582737066739
24,qwen_rag,success,1.0,0.43031929705270205,0.9999999999,1.0,0.6664822250150335
25,qwen_rag,success,1.0,0.4277939546327933,0.0,0.2222222222222222,0.6078362903906753
26,qwen_rag,success,1.0,0.34622249951890643,0.0,0.3333333333333333,0.3715474270949696
27,qwen_rag,success,1.0,0.5634088896812702,0.9999999999,0.5172413793103449,0.20427179223771832
28,qwen_rag,success,1.0,0.42688528779615087,0.0,0.0,0.6497644276159784
29,qwen_rag,success,0.6153846153846154,0.7668770526330739,0.0,0.2857142857142857,0.6027284224037576
30,qwen_rag,success,0.5,0.5675705109678868,0.0,1.0,0.5251436877506439
31,qwen_rag,success,0.6666666666666666,0.8765448516979003,0.9999999999,0.9166666666666666,0.6910320296938575
32,qwen_rag,success,1.0,0.4582845853654865,0.9999999999,0.75,0.48769440470892655
33,qwen_rag,success,1.0,0.9744371099148297,0.9999999999,0.3333333333333333,0.6047806800630966
34,qwen_rag,success,0.5,,0.0,0.09090909090909091,0.12488331941527492
35,qwen_rag,success,0.0,0.9999999999996065,0.0,0.0,0.5292987417657551
36,qwen_rag,success,0.0,0.03237349730017259,0.9999999999,0.0,
37,qwen_rag,success,0.6666666666666666,0.4866151142318835,0.9999999999,0.5,0.25297228140886374
38,qwen_rag,success,0.8333333333333334,0.5104854528830853,0.0,0.25,0.41791819615409775
39,qwen_rag,success,0.75,0.9739036737006636,0.0,0.6,0.5841125008163216
40,qwen_rag,success,0.7142857142857143,0.5261756425424534,0.9999999999,0.3333333333333333,0.36472061736581285
41,qwen_rag,success,0.6666666666666666,0.9740729048993307,0.0,1.0,0.5919877619393485
42,qwen_rag,success,0.75,0.7377060958167099,0.9999999999,0.8333333333333334,0.4814455339480011
43,qwen_rag,success,0.7142857142857143,0.3762542944468648,0.9999999999,1.0,0.20069815905228466
44,qwen_rag,success,0.0,0.0,0.9999999999,0.6666666666666666,0.38083118625021734
45,qwen_rag,success,0.5,,0.0,0.4,0.15551373306740485
46,qwen_rag,success,0.0,0.30852953239250863,0.0,1.0,0.11036661240466816
47,qwen_rag,success,0.5,0.8854285949313034,0.0,0.0,0.5459854213928008
48,qwen_rag,success,0.3333333333333333,0.9211764165512021,0.0,0.0,0.4733279355131858
49,qwen_rag,success,0.5,,0.0,0.3333333333333333,0.22683691521020552
50,qwen_rag,success,0.75,0.7813720484442426,0.9999999999,1.0,0.5537356709773407
1,gemma_norag,success,,0.8512184888116575,,,0.3654354904323473
2,gemma_norag,success,,0.8578411550334207,,,0.7533198566755983
3,gemma_norag,success,,0.0,,,0.5351511010390628
4,gemma_norag,success,,0.0,,,0.44039226825912137
5,gemma_norag,success,,0.8457117740723289,,,0.489116078311101
6,gemma_norag,success,,0.0,,,0.4895673132285416
7,gemma_norag,success,,0.0,,,0.3196714430594819
8,gemma_norag,success,,0.0,,,0.5078524114405158
9,gemma_norag,success,,0.0,,,0.4466688565352076
10,gemma_norag,success,,0.0,,,0.3405801833186375
11,gemma_norag,success,,0.7093538271053262,,,0.62625732912432
12,gemma_norag,success,,0.0,,,0.8188293151060553
13,gemma_norag,success,,0.0,,,0.48009010650001926
14,gemma_norag,success,,0.0,,,0.5440293243679264
15,gemma_norag,success,,0.0,,,0.47917845777678947
16,gemma_norag,success,,0.7673068187227018,,,0.461297890918438
17,gemma_norag,success,,0.6729651839032438,,,0.4839542312868137
18,gemma_norag,success,,0.7410317207224345,,,0.7218143508807484
19,gemma_norag,success,,0.0,,,0.5085425304443253
20,gemma_norag,success,,0.691647442220033,,,0.6115994321485652
21,gemma_norag,success,,0.0,,,0.3225594692382502
22,gemma_norag,success,,0.0,,,0.6105423555037587
23,gemma_norag,success,,0.0,,,0.7111712779176155
24,gemma_norag,success,,0.0,,,0.36337394392505995
25,gemma_norag,success,,0.74788878258486,,,0.3135584195094679
26,gemma_norag,success,,0.0,,,0.7748839519643785
27,gemma_norag,success,,0.0,,,0.2417462813823057
28,gemma_norag,success,,0.0,,,0.4291578970306411
29,gemma_norag,success,,0.8201222259710125,,,0.31053804019775133
30,gemma_norag,success,,0.0,,,0.41052353168390016
31,gemma_norag,success,,0.8386676068558051,,,0.29243042727735424
32,gemma_norag,success,,0.0,,,0.4388843715300302
33,gemma_norag,success,,0.0,,,0.266019541068891
34,gemma_norag,success,,0.0,,,0.35991294890302805
35,gemma_norag,success,,0.0,,,0.6231491429772849
36,gemma_norag,success,,0.0,,,0.3885422155129491
37,gemma_norag,success,,0.0,,,0.390962111827055
38,gemma_norag,success,,0.0,,,0.45277236893726347
39,gemma_norag,success,,0.8386539631859837,,,0.40404721190543813
40,gemma_norag,success,,0.939417389802459,,,0.7444713871642448
41,gemma_norag,success,,0.7318985104222633,,,0.38920225191309604
42,gemma_norag,success,,0.0,,,0.4471356357241071
43,gemma_norag,success,,0.0,,,0.6347999312648605
44,gemma_norag,success,,0.0,,,0.7616430845857313
45,gemma_norag,success,,0.0,,,0.47748668412796874
46,gemma_norag,success,,0.0,,,0.2255505101749828
47,gemma_norag,success,,0.634563451424005,,,0.5762072765397218
48,gemma_norag,success,,0.0,,,0.3365359757242366
49,gemma_norag,success,,0.657725231988616,,,0.7023686518933328
50,gemma_norag,success,,0.0,,,0.44670288898351374
1,gemma_rag,success,1.0,0.5220321618157707,0.9999999999,0.9473684210526315,0.7064198756129071
2,gemma_rag,success,1.0,0.5248286690273298,0.9999999999,1.0,0.5097054130751528
3,gemma_rag,success,0.7272727272727273,0.42953278421204794,0.9999999999,0.8333333333333334,0.598882871951934
4,gemma_rag,success,1.0,0.3385164838106209,0.9999999999,0.6,0.46369880717524503
5,gemma_rag,success,0.9545454545454546,0.8643993823812809,0.9999999999,1.0,0.5763133160836392
6,gemma_rag,success,1.0,0.8642748902931771,0.9999999999,1.0,0.48577155028402635
7,gemma_rag,success,0.75,0.482582131989107,0.9999999999,1.0,0.6066717369741857
8,gemma_rag,success,1.0,,0.9999999999,1.0,0.4421197878691067
9,gemma_rag,success,0.5,0.9274771939833687,0.9999999999,1.0,0.7471333496080693
10,gemma_rag,success,1.0,0.44987954302664335,0.9999999999,1.0,0.7530924999280666
11,gemma_rag,success,1.0,0.5524666602126329,0.9999999999,1.0,0.5628702988389243
12,gemma_rag,success,0.5,0.35093446640196824,0.9999999999,1.0,0.5826570627363181
13,gemma_rag,success,0.6,0.3430395514661544,0.9999999999,0.0,0.5040558394311644
14,gemma_rag,success,0.5,0.8926445936074048,0.0,0.2,0.5827680370687969
15,gemma_rag,success,0.5,0.5336907090062523,0.0,0.0,0.4226977721208005
16,gemma_rag,success,0.5,0.9418892476244002,0.9999999999,0.6666666666666666,0.5039068248488864
17,gemma_rag,success,1.0,0.37099589915934406,0.9999999999,1.0,0.10701836775751217
18,gemma_rag,success,0.5,0.3106085643773339,0.9999999999,0.0,0.4263796012967592
19,gemma_rag,success,0.5,0.46964772955101225,0.0,0.0,0.3654246278793435
20,gemma_rag,success,0.25,0.19315711295176366,0.9999999999,0.0,0.19799659243927492
21,gemma_rag,success,0.42857142857142855,0.9307244789397648,0.0,0.5,0.5204518850489892
22,gemma_rag,success,1.0,0.3232950030621189,0.9999999999,0.25,0.45558753398369706
23,gemma_rag,success,0.0,0.4779607796254572,0.9999999999,1.0,0.07175952561134034
24,gemma_rag,success,0.75,0.5354816840873479,0.9999999999,1.0,0.5512965292420735
25,gemma_rag,success,0.6666666666666666,0.44722043610314,0.0,0.2222222222222222,0.6499798703483016
26,gemma_rag,success,0.58,0.43029957380935757,0.0,0.3333333333333333,0.17109439106692265
27,gemma_rag,success,0.1111111111111111,0.37278518526877513,0.9999999999,0.5172413793103449,0.11447158496157575
28,gemma_rag,success,0.5,0.5379632399217935,0.0,0.0,0.6008114640879871
29,gemma_rag,success,0.6666666666666666,0.7952952821943694,0.0,0.2857142857142857,0.4698574757424337
30,gemma_rag,success,0.2,0.263540799897076,0.0,1.0,0.15700137087078836
31,gemma_rag,success,0.7,0.49678805203317705,0.9999999999,0.9166666666666666,0.7487388917821066
32,gemma_rag,success,0.6666666666666666,0.38014768782969205,0.9999999999,0.75,0.4866470264896647
33,gemma_rag,success,0.6666666666666666,0.5285666586409726,0.9999999999,0.3333333333333333,0.3969073725102564
34,gemma_rag,success,0.5,0.10491748397471466,0.0,0.0,0.12488331941527492
35,gemma_rag,success,0.3333333333333333,,0.0,0.0,0.3189612838881511
36,gemma_rag,success,0.0,0.6817539470448389,0.9999999999,0.0,0.46781861116144774
37,gemma_rag,success,0.5,0.3478935629629852,0.9999999999,0.5,0.13607775515695736
38,gemma_rag,success,1.0,0.525922750338795,0.0,0.25,0.4196082098946562
39,gemma_rag,success,1.0,0.4810742691434616,0.0,0.75,0.6274280124504379
40,gemma_rag,success,0.058823529411764705,0.5062763966427335,0.9999999999,0.3333333333333333,0.15479353817115193
41,gemma_rag,success,1.0,0.502521063519216,0.0,1.0,0.664469684793993
42,gemma_rag,success,1.0,0.7879973693156052,0.9999999999,0.8333333333333334,0.683563961992684
43,gemma_rag,success,0.3333333333333333,0.29358797954636967,0.9999999999,1.0,0.10606810142810486
44,gemma_rag,success,0.5,0.33815694668148266,0.9999999999,0.6666666666666666,
45,gemma_rag,success,0.4,0.8629622327799945,0.0,0.4,0.5307390640145547
46,gemma_rag,success,0.0,0.20180537501656773,0.0,1.0,0.8414144306530894
47,gemma_rag,success,0.4,0.720134039819854,0.0,0.0,0.4665189236594937
48,gemma_rag,success,0.3333333333333333,,0.0,0.0,0.2842653378496488
49,gemma_rag,success,1.0,0.5122265188900293,0.0,0.3333333333333333,0.5419561440643259
50,gemma_rag,success,0.6666666666666666,,0.9999999999,1.0,0.44832036450040313
