question_id,question,gold_answer,generated_answer,pipeline_name,judge_model,generation_output_path,label,answer_correctness_score,reason,evaluation_status,error_message,timestamp_utc
11,Identify the primary products and services associated with Sewon America Inc. across its different operational sites in Georgia.,"Sewon America Inc. has three operating entries in Georgia and all three are located in LaGrange, Troup County, Georgia. Sewon America Inc. | Product: Motor vehicle engines and parts Sewon America Inc. | Product: Fire truck bodies Sewon America Inc. | Product: Automotive aftermarket parts","•	Sewon America Inc., Tier 1, General Automotive, Motor vehicle engines and parts, Multiple OEMs
•	Sewon America Inc., Tier 1, General Automotive, Fire truck bodies, Multiple OEMs
•	Sewon America Inc., Tier 1, General Automotive, Automotive aftermarket parts, Multiple OEMs",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/gemma_rag/9c99fc4e626bfd7d/responses.jsonl,correct,0.95,"The model-generated answer accurately lists the primary products and services associated with Sewon America Inc. across its different operational sites in Georgia, matching the core entities, mappings, and counts of the gold answer. The only minor difference is the inclusion of extra metadata such as 'Tier 1', 'General Automotive', and 'Multiple OEMs' which do not affect the factual correctness.",success,,2026-04-06T15:57:56+00:00
12,List all Tier 2/3 companies in Georgia with primary involvement in the electric vehicle or battery supply chain and specify their respective roles.,There are 3 companies with primary involvement in the electric vehicle or battery supply chain. Duckyang | Role: General Automotive GSC Steel Stamping LLC | Role: Power Electronics Enchem America Inc. | Role: General Automotive,"ACM Georgia LLC, General Automotive, Automotive floor mats made of purchased wire, Multiple OEMs
Adient, General Automotive, Backing for automotive carpets and other auto related applications, Multiple OEMs
ADVICS Manufacturing Georgia LLC, General Automotive, Air bags, tire cording, performance related products, Multiple OEMs
Ajin Georgia, General Automotive, Automobile floor coverings, Multiple OEMs
ALBAform Inc., General Automotive, Floor mats, trunk mats, seat covers and seat vests, Multiple OEMs
Anovion Technologies, General Automotive, Molded floor covering, interior trim, floor mats, Multiple OEMs
Apache Mills Inc., General Automotive, Engine filtration papers, Multiple OEMs
Archer Aviation Inc., General Automotive, Powder coatings for automotive and other industries, Multiple OEMs
Arising Industries Inc., General Automotive, Automotive and aircraft tires, Multiple OEMs
Ascend Elements, Materials, Interior and exterior plastic parts, Multiple OEMs
Aspen Aerogels, Materials, Gaskets, plastic precision moldings, oil seals and valve steam seals, Multiple OEMs
Aurubis, Materials, Automotive interior plastic parts, door trim, Multiple OEMs
AVS, General Automotive, Tires for light trucks, SUVs and commercial vehicles, Multiple OEMs
Beaver Manufacturing Co. Inc., Materials, Plastic valves, Multiple OEMs
Big Tex Manufacturing, General Automotive, Tires for cars, trucks and motorcycles, Multiple OEMs
Bosch (Automotive Division), Materials, Custom injection molded plastic products for the automotive industry and other industries, Multiple OEMs
Bridgestone Bandag, Materials, Composite materials and specialty polymers for automotive components, Multiple OEMs
Carcoustics USA, General Automotive, Tires for light trucks, SUVs and commercial vehicles, Multiple OEMs
Club Car LLC, Materials, Injection molded plastic automotive parts, Multiple OEMs
Constellium Automotive USA, Materials, Motor vehicle plastic fuel systems and parts, Multiple OEMs
Dongwon Autopart Technology Georgia LLC, General Automotive, Aluminum extrusions, Multiple OEMs
Eaton Corp., General Automotive, Aluminum products for various markets including automotive market, Multiple OEMs
FREYR Battery, General Automotive, Decorative and functional coating systems, Multiple OEMs
GLOVIS Georgia LLC, General Automotive, Metal parts and subassemblies for the automotive industry, Multiple OEMs
Duckyang, General Automotive, High-quality electrodeposited (ED) copper foil for electric vehicles, Hyundai Kia Rivian",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/gemma_rag/9c99fc4e626bfd7d/responses.jsonl,correct,0.85,"The model-generated answer contains all required gold entities and mappings, but omits some narrative preamble and includes extra harmless metadata.",success,,2026-04-06T15:58:02+00:00
13,"Show the full supplier network linked to Rivian Automotive in Georgia, broken down by tier and EV Supply Chain Role.",Rivian-linked suppliers in GA (by Primary OEMs column): Duckyang [Tier 2/3] | Role: General Automotive | Primary OEMs: Hyundai Kia Rivian Enchem America Inc. [Tier 2/3] | Role: General Automotive | Primary OEMs: Hyundai Kia Rivian GSC Steel Stamping LLC [Tier 2/3] | Role: Power Electronics | Primary OEMs: Hyundai Kia Rivian Hyundai Transys Georgia Powertrain [Tier 1/2] | Role: Thermal Management | Primary OEMs: Hyundai Kia Rivian Racemark International LLC [Tier 1] | Role: General Automotive | Primary OEMs: Hyundai Kia Rivian Suzuki Manufacturing of America Corp. [OEM] | Role: Vehicle Assembly | Primary OEMs: Rivian Automotive,"Suzuki Manufacturing of America Corp. | OEM | Role: Vehicle Assembly | OEMs: Rivian Automotive
Racemark International LLC | Tier 1 | Role: General Automotive | OEMs: Hyundai Kia Rivian
Hyundai Transys Georgia Powertrain | Tier 1/2 | Role: Thermal Management | OEMs: Hyundai Kia Rivian
Duckyang | Tier 2/3 | Role: General Automotive | OEMs: Hyundai Kia Rivian
Enchem America Inc. | Tier 2/3 | Role: General Automotive | OEMs: Hyundai Kia Rivian
GSC Steel Stamping LLC | Tier 2/3 | Role: Power Electronics | OEMs: Hyundai Kia Rivian",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/gemma_rag/9c99fc4e626bfd7d/responses.jsonl,correct,0.85,"The model-generated answer contains all required gold entities and mappings, but omits some narrative preamble and extra metadata.",success,,2026-04-06T15:58:04+00:00
14,"Which Georgia companies produce battery materials such as anodes, cathodes, electrolytes, or copper foil, and what tier are they classified as?","There are 4 Georgia companies producing battery materials such as anodes, cathodes, electrolytes, or copper foil. Duckyang [Tier 2/3] | Produce: High-quality electrodeposited (ED) copper foil for electric vehicles F&P Georgia Manufacturing [Tier 1/2] | Produce: Lithium-ion battery recycler and raw materials provider Hollingsworth & Vose Co. [Tier 1/2] | Produce: Lithium-ion battery materials IMMI [Tier 1/2] | Produce: Battery electrolyte","• Duckyang, Tier 2/3, General Automotive, High-quality electrodeposited (ED) copper foil for electric vehicles, Hyundai Kia Rivian, 250.0, Braselton, Jackson County, Manufacturing Plant
• F&P Georgia Manufacturing, Tier 1/2, Battery Pack, Lithium-ion battery recycler and raw materials provider, Hyundai Kia, 104.0, Rome, Floyd County, Manufacturing Plant
• Hollingsworth & Vose Co., Tier 1/2, Battery Pack, Lithium-ion battery materials, Hyundai Kia, 400.0, Hawkinsville, Pulaski County, Manufacturing Plant
• IMMI, Tier 1/2, Battery Pack, Battery electrolyte, Hyundai Kia, 100.0, Dublin, Laurens County, Manufacturing Plant",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/gemma_rag/9c99fc4e626bfd7d/responses.jsonl,correct,0.95,"The model-generated answer contains all required gold entities and mappings, with minor omissions in narrative preamble.",success,,2026-04-06T15:58:07+00:00
15,Identify all Georgia companies with an EV Supply Chain Role related to wiring harnesses and show their Primary OEMs.,There are 2 Georgia companies with an EV Supply Chain Role related to wiring harnesses: WIKA USA | Primary OEMs: n/a Woodbridge Foam Corp. | Primary OEMs: n/a,"• WIKA USA, HV and LV wiring harnesses for EVs and ICE vehicles, Vehicle power & data solutions; wiring harnesses and connectors, Not specified, 250000.0, Lawrenceville, Gwinnett County, Manufacturing / Engineering
• Woodbridge Foam Corp., EV wiring harnesses and power distribution, Automotive wiring harnesses & electrical distribution systems, Not specified, 1657.0, Lithonia, DeKalb County, Manufacturing",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/gemma_rag/9c99fc4e626bfd7d/responses.jsonl,correct,0.85,"The model-generated answer contains all required gold entities and mappings, but omits the narrative preamble and some details such as Primary OEMs.",success,,2026-04-06T15:58:12+00:00
16,Find Georgia-based Tier 1 or Tier 1/2 suppliers capable of producing battery electrolytes or lithium-ion battery materials with existing OEM contracts.,The Georgia-based suppliers that match battery electrolytes or lithium-ion battery materials and also have existing OEM contracts are: Hollingsworth & Vose Co. [Tier 1/2] | OEMs: Hyundai Kia | Produces: Lithium-ion battery materials IMMI [Tier 1/2] | OEMs: Hyundai Kia | Produces: Battery electrolyte,"• F&P Georgia Manufacturing, Tier 1/2, Battery Pack, Lithium-ion battery recycler and raw materials provider, Hyundai Kia, 104.0, Rome, Floyd County, Manufacturing Plant
• Hollingsworth & Vose Co., Tier 1/2, Battery Pack, Lithium-ion battery materials, Hyundai Kia, 400.0, Hawkinsville, Pulaski County, Manufacturing Plant
• IMMI, Tier 1/2, Battery Pack, Battery electrolyte, Hyundai Kia, 100.0, Dublin, Laurens County, Manufacturing Plant",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/gemma_rag/9c99fc4e626bfd7d/responses.jsonl,correct,0.95,The model-generated answer contains all required gold entities or mappings and is essentially correct with minor omissions in narrative framing.,success,,2026-04-06T15:58:16+00:00
17,Which Georgia companies manufacture high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms?,There are 2 Georgia companies manufacturing high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms WIKA USA | Role: HV and LV wiring harnesses for EVs and ICE vehicles | Product: Vehicle power & data solutions; wiring harnesses and connectors | Ev Relevant: Yes Woodbridge Foam Corp. | Role: EV wiring harnesses and power distribution | Product: Automotive wiring harnesses & electrical distribution systems | Ev Relevant: Yes,"• WIKA USA, HV and LV wiring harnesses for EVs and ICE vehicles, Vehicle power & data solutions; wiring harnesses and connectors, Not specified, 250000.0, Lawrenceville, Gwinnett County, Manufacturing / Engineering
• Woodbridge Foam Corp., EV wiring harnesses and power distribution, Automotive wiring harnesses & electrical distribution systems, Not specified, 1657.0, Lithonia, DeKalb County, Manufacturing",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/gemma_rag/9c99fc4e626bfd7d/responses.jsonl,correct,0.95,"The model-generated answer contains the same two companies (WIKA USA and Woodbridge Foam Corp.) as the gold answer, with matching roles, products, and locations. The only difference is that the model's answer includes extra metadata fields, but this does not affect the core correctness of the answer.",success,,2026-04-06T15:58:21+00:00
18,Identify Georgia Tier 2/3 companies in the Electronic and Electrical Equipment industry group that could be upgraded to supply EV power electronics.,There are no Georgia Tier 2/3 companies listed under the Electronic and Other Electrical Equipment and Components industry group. So none can be upgraded to supply EV power electronics based on the provided evidence.,"company=GSC Steel Stamping LLC | category=Tier 2/3 | ev_supply_chain_role=Power Electronics | product_service=Deep grove ball bearings Toyota Industries Electric Systems North 255 DC-to-DC converters Jackson America, Inc.* | primary_oems=Hyundai Kia Rivian | employment=350.0 | updated_location=Adairsville, Bartow County | primary_facility_type=Manufacturing Plant",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/gemma_rag/9c99fc4e626bfd7d/responses.jsonl,partially_correct,0.4,"The model-generated answer partially matches the gold answer by mentioning a company (GSC Steel Stamping LLC) that could potentially supply EV power electronics, but it lacks crucial information about the industry group and the fact that there are no Tier 2/3 companies listed under it.",success,,2026-04-06T15:58:25+00:00
19,Find Georgia-based companies that manufacture copper foil or electrodeposited materials suitable for EV battery current collectors.,There is 1 company in Georgia specifically identified for the manufacture of materials suitable for EV battery current collectors: Duckyang | Produce: High-quality electrodeposited (ED) copper foil for electric vehicles,"company, category, ev_supply_chain_role, product_service, primary_oems, employment, updated_location, primary_facility_type
Duckyang, Tier 2/3, General Automotive, High-quality electrodeposited (ED) copper foil for electric vehicles, Hyundai Kia Rivian, 250.0, Braselton, Jackson County, Manufacturing Plant",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/gemma_rag/9c99fc4e626bfd7d/responses.jsonl,correct,0.95,"The model-generated answer matches the gold answer in core entities (Duckyang), mappings (copper foil for EV battery current collectors), and location (Georgia). The only minor difference is the inclusion of extra metadata fields, which do not affect the correctness of the answer.",success,,2026-04-06T15:58:29+00:00
20,"Which Georgia Tier 1/2 companies produce engineered plastics, polymers, or composite materials applicable to EV structural or thermal components?","No Georgia Tier 1/2 companies are explicitly identified as producing engineered plastics, polymers, or composite materials applicable to EV structural or thermal components.","Hyundai Transys Georgia Powertrain, Tier 1/2, Thermal Management, Electrical heaters, control units, and actuators, Hyundai Kia Rivian
F&P Georgia Manufacturing, Tier 1/2, Battery Pack, Lithium-ion battery recycler and raw materials provider, Hyundai Kia
Hyundai MOBIS (Georgia), Tier 1/2, General Automotive, Capacitors, electronic automotive components, Multiple OEMs
Hyundai Transys Georgia Seating Systems, Tier 1/2, General Automotive, Automotive electronics, resonators, capacitors, resistors, electronics and electronic parts, Multiple OEMs
Hyundai Industrial Co., Tier 1/2, General Automotive, Automotive batteries, Multiple OEMs
Hyundai & LG Energy Solution (LGES), Tier 1/2, General Automotive, Storage batteries, Multiple OEMs",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions_sreeja/outputs/generation/gemma_rag/9c99fc4e626bfd7d/responses.jsonl,partially_correct,0.4,"The model-generated answer contains some correct entities and mappings, but it is incomplete and includes irrelevant information. The gold answer explicitly states that no Georgia Tier 1/2 companies are identified as producing engineered plastics, polymers, or composite materials applicable to EV structural or thermal components, which contradicts the model's output.",success,,2026-04-06T15:58:34+00:00
