question_id,question,reference_answer,pipeline_name,model_name,rag_enabled,prompt_version,system_prompt,user_prompt,retrieved_context_exact,retrieved_chunks,retrieved_chunk_ids,retrieved_metadata,reranked_chunk_ids,structured_ops_used,structured_ops_outputs,final_context_presented_to_model,generated_answer,answer_status,error_message,latency_seconds,input_tokens,output_tokens,total_tokens,timestamp_utc,attempt_count,retrieval_diagnostics,generation_metadata
11,Identify the primary products and services associated with Sewon America Inc. across its different operational sites in Georgia.,"Sewon America Inc. has three operating entries in Georgia and all three are located in LaGrange, Troup County, Georgia. Sewon America Inc. | Product: Motor vehicle engines and parts Sewon America Inc. | Product: Fire truck bodies Sewon America Inc. | Product: Automotive aftermarket parts",gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Identify the primary products and services associated with Sewon America Inc. across its different operational sites in Georgia.

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Sewon America Inc. is a tier-one automotive supplier, so its Georgia facilities likely manufacture parts for the automotive industry. Primary products would depend on contracts with specific OEMs (Original Equipment Manufacturers) – potentially including interior components, exterior parts, or powertrain-related pieces. Services would include manufacturing, assembly, and potentially just-in-time delivery to nearby automotive assembly plants. The specific products at each site would vary based on customer requirements and Sewon's specialization at that location.",success,,3.9054505662061274,294,115,409,2026-04-05T23:41:40+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 3871271584, 'eval_duration': 3385506879}"
12,List all Tier 2/3 companies in Georgia with primary involvement in the electric vehicle or battery supply chain and specify their respective roles.,There are 3 companies with primary involvement in the electric vehicle or battery supply chain. Duckyang | Role: General Automotive GSC Steel Stamping LLC | Role: Power Electronics Enchem America Inc. | Role: General Automotive,gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
List all Tier 2/3 companies in Georgia with primary involvement in the electric vehicle or battery supply chain and specify their respective roles.

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. 

Tier 2/3 companies generally supply components or materials to Tier 1 suppliers, who directly provide to EV/battery manufacturers (OEMs). In Georgia, companies involved could include those producing parts like plastic components, wiring harnesses, stamping, casting of aluminum parts for battery enclosures or drive units, or specialized fasteners. They might also be involved in battery material processing – potentially refining lithium, producing cathode/anode materials, or electrolyte solutions – though large-scale processing is capital intensive. Roles would vary widely, from specialized machining to chemical formulation, and assembly of sub-components. Identifying them requires a detailed supply chain map which is not available without the specific dataset.",success,,5.040667274966836,300,152,452,2026-04-05T23:41:45+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 5012480469, 'eval_duration': 4492847911}"
13,"Show the full supplier network linked to Rivian Automotive in Georgia, broken down by tier and EV Supply Chain Role.",Rivian-linked suppliers in GA (by Primary OEMs column): Duckyang [Tier 2/3] | Role: General Automotive | Primary OEMs: Hyundai Kia Rivian Enchem America Inc. [Tier 2/3] | Role: General Automotive | Primary OEMs: Hyundai Kia Rivian GSC Steel Stamping LLC [Tier 2/3] | Role: Power Electronics | Primary OEMs: Hyundai Kia Rivian Hyundai Transys Georgia Powertrain [Tier 1/2] | Role: Thermal Management | Primary OEMs: Hyundai Kia Rivian Racemark International LLC [Tier 1] | Role: General Automotive | Primary OEMs: Hyundai Kia Rivian Suzuki Manufacturing of America Corp. [OEM] | Role: Vehicle Assembly | Primary OEMs: Rivian Automotive,gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Show the full supplier network linked to Rivian Automotive in Georgia, broken down by tier and EV Supply Chain Role.

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. 

Rivian's Georgia supplier network would likely be structured in tiers. Tier 1 suppliers are those that directly supply Rivian (e.g., large component manufacturers). Tier 2 suppliers provide components *to* Tier 1 suppliers, and so on. EV Supply Chain Roles would include battery materials/manufacturing, electric motor production, charging infrastructure components, chassis/frame parts, interior components, and general manufacturing/assembly materials. The specific companies involved and their tier assignments are not publicly available to me. It would depend on Rivian's sourcing strategy and contractual relationships.",success,,4.503989105811343,296,134,430,2026-04-05T23:41:50+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 4478645621, 'eval_duration': 3973495314}"
14,"Which Georgia companies produce battery materials such as anodes, cathodes, electrolytes, or copper foil, and what tier are they classified as?","There are 4 Georgia companies producing battery materials such as anodes, cathodes, electrolytes, or copper foil. Duckyang [Tier 2/3] | Produce: High-quality electrodeposited (ED) copper foil for electric vehicles F&P Georgia Manufacturing [Tier 1/2] | Produce: Lithium-ion battery recycler and raw materials provider Hollingsworth & Vose Co. [Tier 1/2] | Produce: Lithium-ion battery materials IMMI [Tier 1/2] | Produce: Battery electrolyte",gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Which Georgia companies produce battery materials such as anodes, cathodes, electrolytes, or copper foil, and what tier are they classified as?

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. 

Generally, battery material production is a growing field, and Georgia is attracting investment in electric vehicle (EV) battery manufacturing. Companies involved could be classified into tiers based on their position in the supply chain: Tier 1 would be direct manufacturers of battery cells, Tier 2 would produce key materials like anodes, cathodes, and electrolytes, and Tier 3 would supply raw materials *to* Tier 2. Identifying specific Georgia companies and their tier requires detailed, current industry knowledge not available without the dataset. It's likely that some international companies are establishing facilities in Georgia to serve the growing EV market, and these would be the primary producers of these materials.",success,,4.994879930978641,299,150,449,2026-04-05T23:41:55+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 4966776364, 'eval_duration': 4467539354}"
15,Identify all Georgia companies with an EV Supply Chain Role related to wiring harnesses and show their Primary OEMs.,There are 2 Georgia companies with an EV Supply Chain Role related to wiring harnesses: WIKA USA | Primary OEMs: n/a Woodbridge Foam Corp. | Primary OEMs: n/a,gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Identify all Georgia companies with an EV Supply Chain Role related to wiring harnesses and show their Primary OEMs.

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Companies involved in EV supply chains, specifically wiring harnesses, would likely include automotive component suppliers and manufacturers. These companies may serve multiple OEMs. Identifying Georgia-specific companies and their *primary* OEM relationships requires detailed supply chain data not available in general knowledge. It would depend on current contracts and sourcing decisions.",success,,2.786438222974539,293,78,371,2026-04-05T23:41:58+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 2758668449, 'eval_duration': 2312415340}"
16,Find Georgia-based Tier 1 or Tier 1/2 suppliers capable of producing battery electrolytes or lithium-ion battery materials with existing OEM contracts.,The Georgia-based suppliers that match battery electrolytes or lithium-ion battery materials and also have existing OEM contracts are: Hollingsworth & Vose Co. [Tier 1/2] | OEMs: Hyundai Kia | Produces: Lithium-ion battery materials IMMI [Tier 1/2] | OEMs: Hyundai Kia | Produces: Battery electrolyte,gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Find Georgia-based Tier 1 or Tier 1/2 suppliers capable of producing battery electrolytes or lithium-ion battery materials with existing OEM contracts.

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Identifying specific Tier 1/2 suppliers in Georgia with OEM contracts requires detailed supply chain information not available in general knowledge. However, Georgia *is* actively attracting battery manufacturing and related industries. Therefore, it's reasonable to expect some companies are emerging to serve this sector. Such suppliers would likely focus on materials like lithium, nickel, cobalt, manganese, graphite, and electrolyte components (lithium salts, solvents, additives). The presence of automotive manufacturers like Kia in Georgia increases the likelihood of a local supply base developing to support their EV production.",success,,4.3362954838667065,303,127,430,2026-04-05T23:42:02+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 4309219648, 'eval_duration': 3789977044}"
17,Which Georgia companies manufacture high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms?,There are 2 Georgia companies manufacturing high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms WIKA USA | Role: HV and LV wiring harnesses for EVs and ICE vehicles | Product: Vehicle power & data solutions; wiring harnesses and connectors | Ev Relevant: Yes Woodbridge Foam Corp. | Role: EV wiring harnesses and power distribution | Product: Automotive wiring harnesses & electrical distribution systems | Ev Relevant: Yes,gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Which Georgia companies manufacture high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms?

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Generally, automotive wiring harness and electrical component manufacturing is often done by large Tier 1 and Tier 2 automotive suppliers. Many of these have facilities in Georgia due to the state's automotive manufacturing presence (Kia, Hyundai, etc.). It's likely some of those suppliers *could* produce high-voltage harnesses or EV distribution components, but identifying *which* specifically requires dataset knowledge. These components require specialized manufacturing capabilities and certifications.",success,,3.6297981541138142,293,105,398,2026-04-05T23:42:06+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 3604102051, 'eval_duration': 3133124213}"
18,Identify Georgia Tier 2/3 companies in the Electronic and Electrical Equipment industry group that could be upgraded to supply EV power electronics.,There are no Georgia Tier 2/3 companies listed under the Electronic and Other Electrical Equipment and Components industry group. So none can be upgraded to supply EV power electronics based on the provided evidence.,gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Identify Georgia Tier 2/3 companies in the Electronic and Electrical Equipment industry group that could be upgraded to supply EV power electronics.

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. 

Identifying companies for upgrade potential requires knowing their current capabilities *and* the specific requirements of EV power electronics supply. Generally, Tier 2/3 companies in electronics manufacturing *could* potentially move into EV power electronics if they have expertise in areas like PCB assembly, power supply manufacturing, or component assembly. The upgrade would depend on their existing equipment, engineering expertise, and willingness to invest in new technologies and certifications relevant to the automotive industry (e.g., IATF 16949). It would also depend on available supply chain gaps and OEM sourcing strategies.",success,,4.5393634277861565,299,134,433,2026-04-05T23:42:10+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 4512068448, 'eval_duration': 4012955124}"
19,Find Georgia-based companies that manufacture copper foil or electrodeposited materials suitable for EV battery current collectors.,There is 1 company in Georgia specifically identified for the manufacture of materials suitable for EV battery current collectors: Duckyang | Produce: High-quality electrodeposited (ED) copper foil for electric vehicles,gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Find Georgia-based companies that manufacture copper foil or electrodeposited materials suitable for EV battery current collectors.

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Manufacturing of copper foil and electrodeposited materials for EV battery current collectors is a specialized field. Companies involved would likely be metal fabrication or advanced materials businesses. Georgia has a manufacturing base, and some companies may serve the automotive supply chain, but identifying those *specifically* producing this material requires detailed industry knowledge not available without the dataset. It's plausible that companies involved in broader metal finishing or coating processes *could* also produce these materials, but that is uncertain.",success,,3.797768004005775,293,110,403,2026-04-05T23:42:14+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 3768179825, 'eval_duration': 3290562055}"
20,"Which Georgia Tier 1/2 companies produce engineered plastics, polymers, or composite materials applicable to EV structural or thermal components?","No Georgia Tier 1/2 companies are explicitly identified as producing engineered plastics, polymers, or composite materials applicable to EV structural or thermal components.",gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Which Georgia Tier 1/2 companies produce engineered plastics, polymers, or composite materials applicable to EV structural or thermal components?

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Generally, Tier 1 and Tier 2 automotive suppliers in Georgia *could* include companies involved in plastics, polymers, and composites due to their use in EV components. These materials are frequently used for lightweighting (structural components) and insulation/cooling (thermal management). Identifying which specific Georgia companies fit this description would require a list of Georgia automotive suppliers and their product portfolios. It's likely that companies involved in broader material science or manufacturing *could* be suppliers, but confirmation requires the dataset.",success,,4.058968418044969,298,118,416,2026-04-05T23:42:18+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 4031445723, 'eval_duration': 3541050657}"
21,Find Georgia suppliers with existing Hyundai Kia contracts that could be expanded to support Hyundai Metaplant's EV battery production ramp-up.,There are 11 companies with existing Hyundai Kia contracts that could be expanded to support Hyundai Metaplant's EV battery production ramp-up. F&P Georgia Manufacturing Duckyang GSC Steel Stamping LLC Hitachi Astemo Americas Inc. Hollingsworth & Vose Co. Honda Development & Manufacturing Hyundai Motor Group Hyundai Transys Georgia Powertrain IMMI Enchem America Inc. Racemark International LLC,gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Find Georgia suppliers with existing Hyundai Kia contracts that could be expanded to support Hyundai Metaplant's EV battery production ramp-up.

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone. 

Identifying specific Georgia suppliers *already* contracted with Hyundai/Kia is beyond my general knowledge. However, the automotive supply chain is tiered. Hyundai Metaplant’s battery production ramp-up will likely require suppliers of battery components (cells, modules, packs), materials (lithium, nickel, cobalt, graphite, electrolytes), and manufacturing equipment. Existing Hyundai/Kia suppliers in Georgia who provide related parts or services *could* be candidates for expansion, but this depends on their current capabilities and capacity. It would also depend on whether those existing contracts cover battery-related components or just traditional vehicle parts.",success,,4.710981789976358,300,139,439,2026-04-05T23:42:23+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 4681469051, 'eval_duration': 4175809116}"
22,"Identify Georgia companies producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains and what tier is each assigned?","There are 3 Georgia companies producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains. GSC Steel Stamping LLC [Tier 2/3] Hyundai MOBIS (Georgia) [Tier 1/2] Hyundai Transys Georgia Seating Systems [Tier 1/2]",gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Identify Georgia companies producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains and what tier is each assigned?

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Generally, several large electronics manufacturers have facilities in Georgia. These companies *might* produce the listed components, but determining which specifically do, and their EV supply chain tier (Tier 1, 2, or 3) requires specific supply chain data. Tier 1 suppliers directly provide components to EV manufacturers, Tier 2 supply to Tier 1, and Tier 3 are further down the supply chain – often raw material or equipment providers. Companies like Kia, Hyundai, and Rivian have facilities in Georgia, and would be the customers for these components, but not the producers.",success,,4.620186079060659,303,135,438,2026-04-05T23:42:27+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 4593345375, 'eval_duration': 4065993795}"
23,"Which Georgia companies provide powder coating-related products or services, and what tier are they classified under?",There is only 1 Georgia company that provides Powder coating-related products/services: Archer Aviation Inc. [Tier 2/3] | Produces: Powder coatings for automotive and other industries,gemma_norag,gemma3:27b,False,v2,"You are a closed-book baseline for a domain-specific QA benchmark.
Use best-effort reasoning, but do not invent dataset-specific facts.

Rules:
- Do not fabricate Georgia-specific company names, exact counts, exact employment values, exact county rankings, exact OEM relationships, or exact facility mappings.
- If the exact dataset answer is not knowable from closed-book knowledge alone, say what is uncertain clearly.
- Provide cautious partial answers when possible instead of defaulting to a blanket refusal.
- Do not respond with only the uncertainty sentence if you can add any safe partial answer, high-level explanation, or answer shape without inventing specifics.
- When exact dataset facts are unknowable, prefer a short structure like: uncertainty first, then one brief best-effort statement.
- Never present guesses as exact facts.
- If you truly cannot provide any safe partial answer, reply exactly: I cannot determine the exact dataset-specific answer from closed-book knowledge alone.
- Keep answers concise and honest.","QUESTION:
Which Georgia companies provide powder coating-related products or services, and what tier are they classified under?

Answer from closed-book knowledge only.
If the exact dataset-specific answer is unknowable, say so briefly and then provide any safe partial answer, general interpretation, or description of what the answer would depend on, without inventing specifics.",,[],[],[],[],[],[],,"I cannot determine the exact dataset-specific answer from closed-book knowledge alone.

Generally, powder coating services are offered by a wide range of companies, from large industrial finishing businesses to smaller, specialized applicators. Tier classifications (Tier 1, 2, 3) usually depend on a company’s direct relationship to the OEM – Tier 1 suppliers directly supply parts to the OEM, Tier 2 supply to Tier 1, and Tier 3 are further removed. In Georgia, one would expect to find powder coating companies serving industries like automotive, aerospace, construction, and general manufacturing. Identifying specific companies and their tier would require a specialized industry directory or database.",success,,4.646666585933417,293,137,430,2026-04-05T23:42:32+00:00,1,{},"{'done_reason': 'stop', 'total_duration': 4619591561, 'eval_duration': 4122217552}"
