question_id,question,gold_answer,generated_answer,pipeline_name,judge_model,generation_output_path,label,accuracy_score,reason,evaluation_status,error_message,timestamp_utc
11,Identify the primary products and services associated with Sewon America Inc. across its different operational sites in Georgia.,"Sewon America Inc. has three operating entries in Georgia and all three are located in LaGrange, Troup County, Georgia. Sewon America Inc. | Product: Motor vehicle engines and parts Sewon America Inc. | Product: Fire truck bodies Sewon America Inc. | Product: Automotive aftermarket parts","Sewon America Inc., Tier 1, General Automotive, Motor vehicle engines and parts, Multiple OEMs
Sewon America Inc., Tier 1, General Automotive, Fire truck bodies, Multiple OEMs
Sewon America Inc., Tier 1, General Automotive, Automotive aftermarket parts, Multiple OEMs",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,correct,1.0,Core entities and mappings match the gold answer with no significant omissions.,success,,2026-04-06T04:28:46+00:00
12,List all Tier 2/3 companies in Georgia with primary involvement in the electric vehicle or battery supply chain and specify their respective roles.,There are 3 companies with primary involvement in the electric vehicle or battery supply chain. Duckyang | Role: General Automotive GSC Steel Stamping LLC | Role: Power Electronics Enchem America Inc. | Role: General Automotive,"ACM Georgia LLC, Tier 2/3, General Automotive, Automotive floor mats made of purchased wire, Multiple OEMs
Adient, Tier 2/3, General Automotive, Backing for automotive carpets and other auto related applications, Multiple OEMs
ADVICS Manufacturing Georgia LLC, Tier 2/3, General Automotive, Air bags, tire cording, performance related products, Multiple OEMs
Ajin Georgia, Tier 2/3, General Automotive, Automobile floor coverings, Multiple OEMs
ALBAform Inc., Tier 2/3, General Automotive, Floor mats, trunk mats, seat covers and seat vests, Multiple OEMs
Anovion Technologies, Tier 2/3, General Automotive, Molded floor covering, interior trim, floor mats, Multiple OEMs
Apache Mills Inc., Tier 2/3, General Automotive, Engine filtration papers, Multiple OEMs
Archer Aviation Inc., Tier 2/3, General Automotive, Powder coatings for automotive and other industries, Multiple OEMs
Arising Industries Inc., Tier 2/3, General Automotive, Automotive and aircraft tires, Multiple OEMs
Ascend Elements, Tier 2/3, Materials, Interior and exterior plastic parts, Multiple OEMs
Aspen Aerogels, Tier 2/3, Materials, Gaskets, plastic precision moldings, oil seals and valve steam seals, Multiple OEMs
Aurubis, Tier 2/3, Materials, Automotive interior plastic parts, door trim, Multiple OEMs
AVS, Tier 2/3, General Automotive, Tires for light trucks, SUVs and commercial vehicles, Multiple OEMs
Beaver Manufacturing Co. Inc., Tier 2/3, Materials, Injection molded plastic automotive parts, Multiple OEMs
Bosal Industries Georgia, Tier 2/3, General Automotive, Tires for cars, trucks and motorcycles, Multiple OEMs
Bosch (Automotive Division), Tier 2/3, Materials, Custom injection molded plastic products for the automotive industry and other industries, Multiple OEMs
Bridgestone Bandag, Tier 2/3, Materials, Composite materials and specialty polymers for automotive components, Multiple OEMs
Carcoustics USA, Tier 2/3, General Automotive, Tires for light trucks, SUVs and commercial vehicles, Multiple OEMs
Club Car LLC, Tier 2/3, Materials, Injection molded plastic automotive parts, Multiple OEMs
Constellium Automotive USA, Tier 2/3, Materials, Motor vehicle plastic fuel systems and parts, Multiple OEMs
Dongwon Autopart Technology Georgia LLC, Tier",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,partially_correct,0.5,"The model-generated answer contains some correct companies with primary involvement in the electric vehicle or battery supply chain, but it also includes many irrelevant and unrelated companies. The core entities and mappings match for a few companies, but not all.",success,,2026-04-06T04:28:49+00:00
13,"Show the full supplier network linked to Rivian Automotive in Georgia, broken down by tier and EV Supply Chain Role.",Rivian-linked suppliers in GA (by Primary OEMs column): Duckyang [Tier 2/3] | Role: General Automotive | Primary OEMs: Hyundai Kia Rivian Enchem America Inc. [Tier 2/3] | Role: General Automotive | Primary OEMs: Hyundai Kia Rivian GSC Steel Stamping LLC [Tier 2/3] | Role: Power Electronics | Primary OEMs: Hyundai Kia Rivian Hyundai Transys Georgia Powertrain [Tier 1/2] | Role: Thermal Management | Primary OEMs: Hyundai Kia Rivian Racemark International LLC [Tier 1] | Role: General Automotive | Primary OEMs: Hyundai Kia Rivian Suzuki Manufacturing of America Corp. [OEM] | Role: Vehicle Assembly | Primary OEMs: Rivian Automotive,"Suzuki Manufacturing of America Corp. | OEM | Role: Vehicle Assembly | OEMs: Rivian Automotive
Racemark International LLC | Tier 1 | Role: General Automotive | OEMs: Hyundai Kia Rivian
Hyundai Transys Georgia Powertrain | Tier 1/2 | Role: Thermal Management | OEMs: Hyundai Kia Rivian
Duckyang | Tier 2/3 | Role: General Automotive | OEMs: Hyundai Kia Rivian
Enchem America Inc. | Tier 2/3 | Role: General Automotive | OEMs: Hyundai Kia Rivian
GSC Steel Stamping LLC | Tier 2/3 | Role: Power Electronics | OEMs: Hyundai Kia Rivian",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,partially_correct,0.5,"The model-generated answer contains most of the required entities and mappings, but is missing some details such as tier and role for GSC Steel Stamping LLC, and lacks a clear narrative framing.",success,,2026-04-06T04:28:54+00:00
14,"Which Georgia companies produce battery materials such as anodes, cathodes, electrolytes, or copper foil, and what tier are they classified as?","There are 4 Georgia companies producing battery materials such as anodes, cathodes, electrolytes, or copper foil. Duckyang [Tier 2/3] | Produce: High-quality electrodeposited (ED) copper foil for electric vehicles F&P Georgia Manufacturing [Tier 1/2] | Produce: Lithium-ion battery recycler and raw materials provider Hollingsworth & Vose Co. [Tier 1/2] | Produce: Lithium-ion battery materials IMMI [Tier 1/2] | Produce: Battery electrolyte","Duckyang, Tier 2/3
F&P Georgia Manufacturing, Tier 1/2
Hollingsworth & Vose Co., Tier 1/2
IMMI, Tier 1/2",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,correct,1.0,All core entities and mappings match the gold answer.,success,,2026-04-06T04:28:57+00:00
15,Identify all Georgia companies with an EV Supply Chain Role related to wiring harnesses and show their Primary OEMs.,There are 2 Georgia companies with an EV Supply Chain Role related to wiring harnesses: WIKA USA | Primary OEMs: n/a Woodbridge Foam Corp. | Primary OEMs: n/a,"WIKA USA, OEM Supply Chain, HV and LV wiring harnesses for EVs and ICE vehicles, Vehicle power & data solutions; wiring harnesses and connectors, , 250000.0, Lawrenceville, Gwinnett County, Manufacturing / Engineering
Woodbridge Foam Corp., OEM Supply Chain, EV wiring harnesses and power distribution, Automotive wiring harnesses & electrical distribution systems, , 1657.0, Lithonia, DeKalb County, Manufacturing",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,partially_correct,0.5,"The model-generated answer contains the correct companies (WIKA USA and Woodbridge Foam Corp.) but lacks information about their Primary OEMs, which are present in the gold answer.",success,,2026-04-06T04:29:00+00:00
16,Find Georgia-based Tier 1 or Tier 1/2 suppliers capable of producing battery electrolytes or lithium-ion battery materials with existing OEM contracts.,The Georgia-based suppliers that match battery electrolytes or lithium-ion battery materials and also have existing OEM contracts are: Hollingsworth & Vose Co. [Tier 1/2] | OEMs: Hyundai Kia | Produces: Lithium-ion battery materials IMMI [Tier 1/2] | OEMs: Hyundai Kia | Produces: Battery electrolyte,"F&P Georgia Manufacturing, Tier 1/2, Battery Pack, Lithium-ion battery recycler and raw materials provider, Hyundai Kia, 104.0, Rome, Floyd County, Manufacturing Plant
Hollingsworth & Vose Co., Tier 1/2, Battery Pack, Lithium-ion battery materials, Hyundai Kia, 400.0, Hawkinsville, Pulaski County, Manufacturing Plant
IMMI, Tier 1/2, Battery Pack, Battery electrolyte, Hyundai Kia, 100.0, Dublin, Laurens County, Manufacturing Plant",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,correct,1.0,All required entities and mappings match the gold answer.,success,,2026-04-06T04:29:03+00:00
17,Which Georgia companies manufacture high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms?,There are 2 Georgia companies manufacturing high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms WIKA USA | Role: HV and LV wiring harnesses for EVs and ICE vehicles | Product: Vehicle power & data solutions; wiring harnesses and connectors | Ev Relevant: Yes Woodbridge Foam Corp. | Role: EV wiring harnesses and power distribution | Product: Automotive wiring harnesses & electrical distribution systems | Ev Relevant: Yes,"WIKA USA, OEM Supply Chain, HV and LV wiring harnesses for EVs and ICE vehicles, Vehicle power & data solutions; wiring harnesses and connectors, , 250000.0, Lawrenceville, Gwinnett County, Manufacturing / Engineering
Woodbridge Foam Corp., OEM Supply Chain, EV wiring harnesses and power distribution, Automotive wiring harnesses & electrical distribution systems, , 1657.0, Lithonia, DeKalb County, Manufacturing",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,correct,1.0,Both answers contain the same core entities (WIKA USA and Woodbridge Foam Corp.) with correct mappings to high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms.,success,,2026-04-06T04:29:06+00:00
18,Identify Georgia Tier 2/3 companies in the Electronic and Electrical Equipment industry group that could be upgraded to supply EV power electronics.,There are no Georgia Tier 2/3 companies listed under the Electronic and Other Electrical Equipment and Components industry group. So none can be upgraded to supply EV power electronics based on the provided evidence.,"company, category, ev_supply_chain_role, product_service, primary_oems, employment, updated_location, primary_facility_type
GSC Steel Stamping LLC, Tier 2/3, Power Electronics, Deep grove ball bearings Toyota Industries Electric Systems North 255 DC-to-DC converters Jackson America, Inc.*, Hyundai Kia Rivian, 350.0, Adairsville, Bartow County, Manufacturing Plant",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,partially_correct,0.5,"The model-generated answer contains some correct information about GSC Steel Stamping LLC, but it is incomplete and does not address the main question of identifying Georgia Tier 2/3 companies in the Electronic and Electrical Equipment industry group that could be upgraded to supply EV power electronics.",success,,2026-04-06T04:29:10+00:00
19,Find Georgia-based companies that manufacture copper foil or electrodeposited materials suitable for EV battery current collectors.,There is 1 company in Georgia specifically identified for the manufacture of materials suitable for EV battery current collectors: Duckyang | Produce: High-quality electrodeposited (ED) copper foil for electric vehicles,"Duckyang, Tier 2/3, General Automotive, High-quality electrodeposited (ED) copper foil for electric vehicles, Hyundai Kia Rivian, 250.0, Braselton, Jackson County, Manufacturing Plant
F&P Georgia Manufacturing, Tier 1/2, Battery Pack, Lithium-ion battery recycler and raw materials provider, Hyundai Kia, 104.0, Rome, Floyd County, Manufacturing Plant
Hollingsworth & Vose Co., Tier 1/2, Battery Pack, Lithium-ion battery materials, Hyundai Kia, 400.0, Hawkinsville, Pulaski County, Manufacturing Plant
IMMI, Tier 1/2, Battery Pack, Battery electrolyte, Hyundai Kia, 100.0, Dublin, Laurens County, Manufacturing Plant",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,partially_correct,0.5,"The model-generated answer contains some correct entities (Duckyang) but also includes additional companies that are not mentioned in the gold answer, indicating incomplete coverage.",success,,2026-04-06T04:29:14+00:00
20,"Which Georgia Tier 1/2 companies produce engineered plastics, polymers, or composite materials applicable to EV structural or thermal components?","No Georgia Tier 1/2 companies are explicitly identified as producing engineered plastics, polymers, or composite materials applicable to EV structural or thermal components.","F&P Georgia Manufacturing, Lithium-ion battery recycler and raw materials provider, Hyundai Kia
Fouts Brothers Fire Equipment, Automotive body parts and electronics Cylinder-head and specialty gaskets, housing modules and shielding systems for engines, transmissions, exhaust systems and auxiliary units, Multiple OEMs
Hwashin, Modules and storage systems, Multiple OEMs
Hyundai Transys Georgia Powertrain, Electrical heaters, control units, and actuators, Hyundai Kia Rivian
Hyundai MOBIS (Georgia), Capacitors, electronic automotive components, Multiple OEMs
Hyundai Transys Georgia Seating Systems, Automotive electronics, resonators, capacitors, resistors, electronics and electronic parts, Multiple OEMs
Hyundai Industrial Co., Automotive batteries, Multiple OEMs
Hyundai & LG Energy Solution (LGES), Storage batteries, Multiple OEMs",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,partially_correct,0.5,"The model-generated answer contains some correct entities (e.g., F&P Georgia Manufacturing), but also includes irrelevant information and incorrect mappings (e.g., Hyundai Kia, which is not a Tier 1/2 company in Georgia). The core entities and mappings do not fully match the gold answer.",success,,2026-04-06T04:29:19+00:00
21,Find Georgia suppliers with existing Hyundai Kia contracts that could be expanded to support Hyundai Metaplant's EV battery production ramp-up.,There are 11 companies with existing Hyundai Kia contracts that could be expanded to support Hyundai Metaplant's EV battery production ramp-up. F&P Georgia Manufacturing Duckyang GSC Steel Stamping LLC Hitachi Astemo Americas Inc. Hollingsworth & Vose Co. Honda Development & Manufacturing Hyundai Motor Group Hyundai Transys Georgia Powertrain IMMI Enchem America Inc. Racemark International LLC,"F&P Georgia Manufacturing, Tier 1/2, Battery Pack, Lithium-ion battery recycler and raw materials provider, Hyundai Kia
Hyundai Motor Group, Tier 1/2, Battery Pack, Battery parts for electric vehicles, Hyundai Kia
Hitachi Astemo Americas Inc., Tier 1/2, Battery Cell, Battery cells for electric mobility, Hyundai Kia
Hollingsworth & Vose Co., Tier 1/2, Battery Pack, Lithium-ion battery materials, Hyundai Kia
Honda Development & Manufacturing, Tier 1/2, Battery Cell, Battery cells for electric mobility, Hyundai Kia
Hyundai Transys Georgia Powertrain, Tier 1/2, Thermal Management, Electrical heaters, control units, and actuators, Hyundai Kia Rivian
Racemark International LLC, Tier 1, General Automotive, Manufacturing and R&D engine parts for EV, Hyundai Kia Rivian
Hyundai MOBIS (Georgia), Tier 1/2, General Automotive, Capacitors, electronic automotive components, Multiple OEMs",gemma_rag,llama3.1:8b,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/gemma_rag/b1a5af27f8ab907a/responses.jsonl,partially_correct,0.5,"The model-generated answer contains some of the correct entities (F&P Georgia Manufacturing, Hyundai Motor Group, Hitachi Astemo Americas Inc., Hollingsworth & Vose Co., Honda Development & Manufacturing, and Racemark International LLC) but misses others (Hyundai Transys Georgia Powertrain and IMMI Enchem America Inc.) and includes incorrect information (Hyundai MOBIS is not mentioned in the gold answer).",success,,2026-04-06T04:29:24+00:00
