question_id,pipeline_name,generation_output_path,evaluation_status,faithfulness,response_relevancy,context_precision,context_recall,answer_correctness,error_message,timestamp_utc,metric_payload
11,qwen_norag,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_norag/f283a1f51275e83c/responses.jsonl,success,,0.8212391853656799,,,0.3723170957149176,,2026-04-06T06:03:14+00:00,"{'user_input': 'Identify the primary products and services associated with Sewon America Inc. across its different operational sites in Georgia.', 'retrieved_contexts': [], 'response': ""I cannot determine the exact dataset-specific answer from closed-book knowledge alone.\nSewon America Inc.'s primary products and services typically relate to its core business operations, which could involve manufacturing, engineering services, or technology solutions. The specific products and services would depend on the company's official statements and operational focus at each site in Georgia."", 'reference': 'Sewon America Inc. has three operating entries in Georgia and all three are located in LaGrange, Troup County, Georgia. Sewon America Inc. | Product: Motor vehicle engines and parts Sewon America Inc. | Product: Fire truck bodies Sewon America Inc. | Product: Automotive aftermarket parts', 'answer_relevancy': 0.8212391853656799, 'answer_correctness': 0.3723170957149176, 'response_relevancy': 0.8212391853656799}"
12,qwen_norag,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_norag/f283a1f51275e83c/responses.jsonl,success,,0.7496035249135576,,,0.4673887657612992,,2026-04-06T06:03:30+00:00,"{'user_input': 'List all Tier 2/3 companies in Georgia with primary involvement in the electric vehicle or battery supply chain and specify their respective roles.', 'retrieved_contexts': [], 'response': 'I cannot determine the exact dataset-specific answer from closed-book knowledge alone.\nHowever, Tier 2/3 companies in Georgia involved in the electric vehicle or battery supply chain would typically include suppliers that manufacture components such as batteries, motors, and electronics, or those that provide services like assembly and testing for these components. These companies often have partnerships with major OEMs or other Tier 1 suppliers to support the production of electric vehicles.', 'reference': 'There are 3 companies with primary involvement in the electric vehicle or battery supply chain. Duckyang | Role: General Automotive GSC Steel Stamping LLC | Role: Power Electronics Enchem America Inc. | Role: General Automotive', 'answer_relevancy': 0.7496035249135576, 'answer_correctness': 0.4673887657612992, 'response_relevancy': 0.7496035249135576}"
13,qwen_norag,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_norag/f283a1f51275e83c/responses.jsonl,success,,0.0,,,0.2952629182708635,,2026-04-06T06:03:57+00:00,"{'user_input': 'Show the full supplier network linked to Rivian Automotive in Georgia, broken down by tier and EV Supply Chain Role.', 'retrieved_contexts': [], 'response': ""I cannot determine the exact dataset-specific answer from closed-book knowledge alone.\nRivian Automotive's supplier network typically includes multiple tiers of suppliers, each playing specific roles in the EV supply chain such as battery components, electric motors, and other vehicle parts. The breakdown would depend on detailed information about Rivian's partnerships and facility locations within Georgia."", 'reference': 'Rivian-linked suppliers in GA (by Primary OEMs column): Duckyang [Tier 2/3] | Role: General Automotive | Primary OEMs: Hyundai Kia Rivian Enchem America Inc. [Tier 2/3] | Role: General Automotive | Primary OEMs: Hyundai Kia Rivian GSC Steel Stamping LLC [Tier 2/3] | Role: Power Electronics | Primary OEMs: Hyundai Kia Rivian Hyundai Transys Georgia Powertrain [Tier 1/2] | Role: Thermal Management | Primary OEMs: Hyundai Kia Rivian Racemark International LLC [Tier 1] | Role: General Automotive | Primary OEMs: Hyundai Kia Rivian Suzuki Manufacturing of America Corp. [OEM] | Role: Vehicle Assembly | Primary OEMs: Rivian Automotive', 'answer_relevancy': 0.0, 'answer_correctness': 0.2952629182708635, 'response_relevancy': 0.0}"
14,qwen_norag,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_norag/f283a1f51275e83c/responses.jsonl,success,,0.8359571457229967,,,0.4434676101792432,,2026-04-06T06:04:17+00:00,"{'user_input': 'Which Georgia companies produce battery materials such as anodes, cathodes, electrolytes, or copper foil, and what tier are they classified as?', 'retrieved_contexts': [], 'response': 'I cannot determine the exact dataset-specific answer from closed-book knowledge alone.\nCompanies that produce battery materials such as anodes, cathodes, electrolytes, or copper foil in Georgia would typically be classified based on their relationship with original equipment manufacturers (OEMs) and their position in the supply chain. Tiers are usually determined by how directly a company supplies to an OEM or another tiered supplier.', 'reference': 'There are 4 Georgia companies producing battery materials such as anodes, cathodes, electrolytes, or copper foil. Duckyang [Tier 2/3] | Produce: High-quality electrodeposited (ED) copper foil for electric vehicles F&P Georgia Manufacturing [Tier 1/2] | Produce: Lithium-ion battery recycler and raw materials provider Hollingsworth & Vose Co. [Tier 1/2] | Produce: Lithium-ion battery materials IMMI [Tier 1/2] | Produce: Battery electrolyte', 'answer_relevancy': 0.8359571457229967, 'answer_correctness': 0.4434676101792432, 'response_relevancy': 0.8359571457229967}"
15,qwen_norag,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_norag/f283a1f51275e83c/responses.jsonl,success,,0.0,,,0.38786995085475073,,2026-04-06T06:04:32+00:00,"{'user_input': 'Identify all Georgia companies with an EV Supply Chain Role related to wiring harnesses and show their Primary OEMs.', 'retrieved_contexts': [], 'response': 'I cannot determine the exact dataset-specific answer from closed-book knowledge alone.\nCompanies involved in the EV supply chain related to wiring harnesses would typically be suppliers to Original Equipment Manufacturers (OEMs) that produce electric vehicles. These companies could be located anywhere in Georgia, but without specific dataset information, I cannot name them or their primary OEM relationships.', 'reference': 'There are 2 Georgia companies with an EV Supply Chain Role related to wiring harnesses: WIKA USA | Primary OEMs: n/a Woodbridge Foam Corp. | Primary OEMs: n/a', 'answer_relevancy': 0.0, 'answer_correctness': 0.38786995085475073, 'response_relevancy': 0.0}"
16,qwen_norag,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_norag/f283a1f51275e83c/responses.jsonl,success,,0.6052962291250755,,,0.5398274723664838,,2026-04-06T06:04:46+00:00,"{'user_input': 'Find Georgia-based Tier 1 or Tier 1/2 suppliers capable of producing battery electrolytes or lithium-ion battery materials with existing OEM contracts.', 'retrieved_contexts': [], 'response': 'I cannot determine the exact dataset-specific answer from closed-book knowledge alone.\nHowever, Georgia-based companies capable of producing battery electrolytes or lithium-ion battery materials with existing OEM contracts would likely be found among major automotive suppliers that have a presence in the state and are involved in electric vehicle component manufacturing. These companies could potentially be Tier 1 or Tier 1/2 suppliers to automakers.', 'reference': 'The Georgia-based suppliers that match battery electrolytes or lithium-ion battery materials and also have existing OEM contracts are: Hollingsworth & Vose Co. [Tier 1/2] | OEMs: Hyundai Kia | Produces: Lithium-ion battery materials IMMI [Tier 1/2] | OEMs: Hyundai Kia | Produces: Battery electrolyte', 'answer_relevancy': 0.6052962291250755, 'answer_correctness': 0.5398274723664838, 'response_relevancy': 0.6052962291250755}"
17,qwen_norag,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_norag/f283a1f51275e83c/responses.jsonl,success,,0.0,,,0.5087226389775265,,2026-04-06T06:05:06+00:00,"{'user_input': 'Which Georgia companies manufacture high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms?', 'retrieved_contexts': [], 'response': 'I cannot determine the exact dataset-specific answer from closed-book knowledge alone.\nHigh-voltage wiring harnesses and EV electrical distribution components suitable for BEV platforms are typically manufactured by companies that specialize in automotive parts and components. These companies often have partnerships with original equipment manufacturers (OEMs) to supply parts for electric vehicle platforms.', 'reference': 'There are 2 Georgia companies manufacturing high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms WIKA USA | Role: HV and LV wiring harnesses for EVs and ICE vehicles | Product: Vehicle power & data solutions; wiring harnesses and connectors | Ev Relevant: Yes Woodbridge Foam Corp. | Role: EV wiring harnesses and power distribution | Product: Automotive wiring harnesses & electrical distribution systems | Ev Relevant: Yes', 'answer_relevancy': 0.0, 'answer_correctness': 0.5087226389775265, 'response_relevancy': 0.0}"
18,qwen_norag,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_norag/f283a1f51275e83c/responses.jsonl,success,,0.8736718279855822,,,0.36000170648110275,,2026-04-06T06:05:20+00:00,"{'user_input': 'Identify Georgia Tier 2/3 companies in the Electronic and Electrical Equipment industry group that could be upgraded to supply EV power electronics.', 'retrieved_contexts': [], 'response': 'I cannot determine the exact dataset-specific answer from closed-book knowledge alone.\nCompanies in Georgia that could potentially be upgraded to supply EV power electronics would likely be those already involved in manufacturing electronic and electrical equipment with capabilities in power management and semiconductor technologies. These companies might not currently specialize in EV components but have the technical infrastructure and expertise to pivot into this area.', 'reference': 'There are no Georgia Tier 2/3 companies listed under the Electronic and Other Electrical Equipment and Components industry group. So none can be upgraded to supply EV power electronics based on the provided evidence.', 'answer_relevancy': 0.8736718279855822, 'answer_correctness': 0.36000170648110275, 'response_relevancy': 0.8736718279855822}"
19,qwen_norag,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_norag/f283a1f51275e83c/responses.jsonl,success,,0.0,,,0.5297589190317383,,2026-04-06T06:05:33+00:00,"{'user_input': 'Find Georgia-based companies that manufacture copper foil or electrodeposited materials suitable for EV battery current collectors.', 'retrieved_contexts': [], 'response': 'I cannot determine the exact dataset-specific answer from closed-book knowledge alone.\nHowever, companies manufacturing copper foil or electrodeposited materials suitable for EV battery current collectors in Georgia would likely be involved in advanced manufacturing and technology sectors within the state. Such companies could be part of a larger supply chain for electric vehicle (EV) battery production, potentially working with original equipment manufacturers (OEMs) or other tier suppliers.', 'reference': 'There is 1 company in Georgia specifically identified for the manufacture of materials suitable for EV battery current collectors: Duckyang | Produce: High-quality electrodeposited (ED) copper foil for electric vehicles', 'answer_relevancy': 0.0, 'answer_correctness': 0.5297589190317383, 'response_relevancy': 0.0}"
20,qwen_norag,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_norag/f283a1f51275e83c/responses.jsonl,success,,0.46148892398843255,,,0.34864718026873714,,2026-04-06T06:05:48+00:00,"{'user_input': 'Which Georgia Tier 1/2 companies produce engineered plastics, polymers, or composite materials applicable to EV structural or thermal components?', 'retrieved_contexts': [], 'response': 'I cannot determine the exact dataset-specific answer from closed-book knowledge alone.\nHowever, companies in Georgia that produce engineered plastics, polymers, or composite materials applicable to EV structural or thermal components would likely be involved in automotive supply chains and have expertise in advanced materials for vehicle manufacturing. These companies could be Tier 1 or Tier 2 suppliers to original equipment manufacturers (OEMs) focusing on electric vehicles.', 'reference': 'No Georgia Tier 1/2 companies are explicitly identified as producing engineered plastics, polymers, or composite materials applicable to EV structural or thermal components.', 'answer_relevancy': 0.46148892398843255, 'answer_correctness': 0.34864718026873714, 'response_relevancy': 0.46148892398843255}"
21,qwen_norag,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_norag/f283a1f51275e83c/responses.jsonl,success,,0.0,,,0.3750525265254278,,2026-04-06T06:06:05+00:00,"{'user_input': ""Find Georgia suppliers with existing Hyundai Kia contracts that could be expanded to support Hyundai Metaplant's EV battery production ramp-up."", 'retrieved_contexts': [], 'response': ""I cannot determine the exact dataset-specific answer from closed-book knowledge alone.\nGeorgia likely has several suppliers with existing contracts that could potentially support Hyundai's Metaplant EV battery production ramp-up, but specific company names and contract details are unknown."", 'reference': ""There are 11 companies with existing Hyundai Kia contracts that could be expanded to support Hyundai Metaplant's EV battery production ramp-up. F&P Georgia Manufacturing Duckyang GSC Steel Stamping LLC Hitachi Astemo Americas Inc. Hollingsworth & Vose Co. Honda Development & Manufacturing Hyundai Motor Group Hyundai Transys Georgia Powertrain IMMI Enchem America Inc. Racemark International LLC"", 'answer_relevancy': 0.0, 'answer_correctness': 0.3750525265254278, 'response_relevancy': 0.0}"
22,qwen_norag,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_norag/f283a1f51275e83c/responses.jsonl,success,,0.6401765111036651,,,0.6979630633132766,,2026-04-06T06:06:21+00:00,"{'user_input': 'Identify Georgia companies producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains and what tier is each assigned?', 'retrieved_contexts': [], 'response': 'I cannot determine the exact dataset-specific answer from closed-book knowledge alone.\nHowever, companies producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains in Georgia would likely be involved in the automotive supply chain and could be categorized as Tier 1, Tier 2, or lower depending on their direct relationship with OEMs.', 'reference': 'There are 3 Georgia companies producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains. GSC Steel Stamping LLC [Tier 2/3] Hyundai MOBIS (Georgia) [Tier 1/2] Hyundai Transys Georgia Seating Systems [Tier 1/2]', 'answer_relevancy': 0.6401765111036651, 'answer_correctness': 0.6979630633132766, 'response_relevancy': 0.6401765111036651}"
23,qwen_norag,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_norag/f283a1f51275e83c/responses.jsonl,success,,0.0,,,0.5220647141893882,,2026-04-06T06:06:33+00:00,"{'user_input': 'Which Georgia companies provide powder coating-related products or services, and what tier are they classified under?', 'retrieved_contexts': [], 'response': 'I cannot determine the exact dataset-specific answer from closed-book knowledge alone.\nCompanies that provide powder coating-related products or services in Georgia would typically be classified under manufacturing or industrial service tiers, depending on their specific role and offerings in the supply chain.', 'reference': 'There is only 1 Georgia company that provides Powder coating-related products/services: Archer Aviation Inc. [Tier 2/3] | Produces: Powder coatings for automotive and other industries', 'answer_relevancy': 0.0, 'answer_correctness': 0.5220647141893882, 'response_relevancy': 0.0}"
24,qwen_norag,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_norag/f283a1f51275e83c/responses.jsonl,success,,0.0,,,0.5360084621857938,,2026-04-06T06:06:51+00:00,"{'user_input': 'Which Georgia companies manufacture battery parts or enclosure systems and are classified as Tier 1/2, making them ready for direct OEM engagement and show which Primary OEMs they are linked to.', 'retrieved_contexts': [], 'response': 'I cannot determine the exact dataset-specific answer from closed-book knowledge alone.\nCompanies in Georgia that manufacture battery parts or enclosure systems and are classified as Tier 1/2 would typically be involved in direct engagement with Original Equipment Manufacturers (OEMs). These companies would have established relationships with specific Primary OEMs, but without access to the specific dataset, I cannot name the companies or their exact OEM relationships.', 'reference': 'There are 6 Georgia companies manufacturing battery parts or enclosure systems and are classified as Tier 1/2, making them ready for direct OEM engagement. F&P Georgia Manufacturing | OEMs: Hyundai Kia Hitachi Astemo Americas Inc. | OEMs: Hyundai Kia Hollingsworth & Vose Co. | OEMs: Hyundai Kia Honda Development & Manufacturing | OEMs: Hyundai Kia Hyundai Motor Group | OEMs: Hyundai Kia IMMI | OEMs: Hyundai Kia', 'answer_relevancy': 0.0, 'answer_correctness': 0.5360084621857938, 'response_relevancy': 0.0}"
25,qwen_norag,/home/sm11926/Downloads/ev_data_LLM_comparsions/outputs/generation/qwen_norag/f283a1f51275e83c/responses.jsonl,success,,0.0,,,0.4232671437837613,,2026-04-06T06:07:09+00:00,"{'user_input': 'Find Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms.', 'retrieved_contexts': [], 'response': 'I cannot determine the exact dataset-specific answer from closed-book knowledge alone.\nHowever, such suppliers would likely be involved in manufacturing components that are adaptable for use in electric vehicle platforms while being classified under the broader automotive industry category. These companies would need to have a significant workforce to support their operations and supply chain requirements.', 'reference': 'There are 8 Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms. Arising Industries Inc. | Employment: 582 Dinex Emissions Inc. | Employment: 500 ACM Georgia LLC | Employment: 400 Dongwon Autopart Technology Georgia LLC | Employment: 315 FOX Factory | Employment: 345 AVS | Employment: 310 Flambeau Inc. | Employment: 700 Grudem | Employment: 807', 'answer_relevancy': 0.0, 'answer_correctness': 0.4232671437837613, 'response_relevancy': 0.0}"
